transcript,gene,classification,half-life
NONHSAT140844.2,NONHSAG018760.2,Intronic,3.677872153
NONHSAT141109.2,NONHSAG018892.2,Intronic,2.615046742
NONHSAT141127.2,NONHSAG018901.2,Intronic,3.0023632
NONHSAT141457.2,NONHSAG018972.2,Intronic,0.738314699
NONHSAT141474.2,NONHSAG018978.2,Intronic,7.263162789
NONHSAT141667.2,NONHSAG019060.2,Intronic,2.966925307
NONHSAT141684.2,NONHSAG019064.2,Intronic,5.672985007
NONHSAT141723.2,NONHSAG019083.3,Intronic,0.977164583
NONHSAT141848.2,NONHSAG019132.2,Intronic,1.714842964
NONHSAT141865.2,NONHSAG019134.2,Intronic,2.351922885
NONHSAT142001.2,NONHSAG019198.2,Intronic,2.493784713
NONHSAT142070.2,NONHSAG019235.2,Intronic,3.49264327
NONHSAT142258.2,NONHSAG019334.2,Intronic,0.937467655
NONHSAT142259.2,NONHSAG019335.2,Intronic,3.34536224
NONHSAT142289.2,NONHSAG019355.2,Intronic,1.2823702
NONHSAT142298.2,NONHSAG019359.2,Intronic,1.9973942
NONHSAT142302.2,NONHSAG019362.2,Intronic,4.346704139
NONHSAT142563.2,NONHSAG019473.2,Intronic,1.965665458
NONHSAT142577.2,NONHSAG019479.2,Intronic,1.505548908
NONHSAT142591.2,NONHSAG019489.2,Intronic,5.726263579
NONHSAT142638.2,NONHSAG019513.2,Intronic,2.352818328
NONHSAT142669.2,NONHSAG019523.2,Intronic,1.238879676
NONHSAT142722.2,NONHSAG019547.2,Intronic,3.63357538
NONHSAT142745.2,NONHSAG019562.2,Intronic,2.257094281
NONHSAT142865.2,NONHSAG019610.2,Intronic,1.033289429
NONHSAT142923.2,NONHSAG019641.2,Intronic,2.332420201
NONHSAT143106.2,NONHSAG019733.2,Intronic,6.569966381
NONHSAT143115.2,NONHSAG019736.2,Intronic,1.84496923
NONHSAT143124.2,NONHSAG019742.2,Intronic,2.025903823
NONHSAT143170.2,NONHSAG019764.2,Intronic,1.845864425
NONHSAT143221.2,NONHSAG019781.2,Intronic,14.90743192
NONHSAT143262.2,NONHSAG019794.2,Intronic,5.477966365
NONHSAT143311.2,NONHSAG019818.2,Intronic,3.459106249
NONHSAT143327.2,NONHSAG019826.2,Intronic,14.7921662
NONHSAT143444.2,NONHSAG019871.2,Intronic,4.618478508
NONHSAT143448.2,NONHSAG019873.2,Intronic,1.794828685
NONHSAT143502.2,NONHSAG019898.3,Intronic,11.33615546
NONHSAT143732.2,NONHSAG020001.2,Intronic,2.513386598
NONHSAT143733.2,NONHSAG020002.2,Intronic,4.944278366
NONHSAT143737.2,NONHSAG020004.3,Intronic,3.922154868
NONHSAT143746.2,NONHSAG020010.2,Intronic,3.895334446
NONHSAT143828.2,NONHSAG020056.2,Intronic,2.379655594
NONHSAT143830.2,NONHSAG020058.2,Intronic,7.01582954
NONHSAT143837.2,NONHSAG020060.2,Intronic,0.931468473
NONHSAT143950.2,NONHSAG020101.2,Intronic,2.022888353
NONHSAT143952.2,NONHSAG020103.2,Intronic,5.21330136
NONHSAT144079.2,NONHSAG020167.2,Intronic,7.956308273
NONHSAT144090.2,NONHSAG020173.2,Intronic,1.177756999
NONHSAT144131.2,NONHSAG020191.2,Intronic,2.795833813
NONHSAT144284.2,NONHSAG020245.2,Intronic,3.21950184
NONHSAT144320.2,NONHSAG020259.2,Intronic,3.648870909
NONHSAT144455.2,NONHSAG020316.2,Intronic,0.869538847
NONHSAT144511.2,NONHSAG020339.3,Intronic,4.760331098
NONHSAT144524.2,NONHSAG020341.2,Intronic,2.242808589
NONHSAT144525.2,NONHSAG020342.2,Intronic,4.519595132
NONHSAT144640.2,NONHSAG020387.2,Intronic,3.449170663
NONHSAT144680.2,NONHSAG020403.2,Intronic,3.885668269
NONHSAT144735.2,NONHSAG020418.2,Intronic,6.792551502
NONHSAT144738.2,NONHSAG020420.2,Intronic,2.123745596
NONHSAT144761.2,NONHSAG020428.2,Intronic,43.66186751
NONHSAT144765.2,NONHSAG020431.2,Intronic,5.220669701
NONHSAT144791.2,NONHSAG020443.2,Intronic,6.839373349
NONHSAT144882.2,NONHSAG020480.2,Intronic,0.706020097
NONHSAT144884.2,NONHSAG020480.2,Intronic,2.327485276
NONHSAT144887.2,NONHSAG020482.2,Intronic,0.264125162
NONHSAT144920.2,NONHSAG020494.2,Intronic,0.690244403
NONHSAT144922.2,NONHSAG020496.2,Intronic,1.021793995
NONHSAT144975.2,NONHSAG020519.2,Intronic,2.847751142
NONHSAT144979.2,NONHSAG108564.1,Intronic,8.235163078
NONHSAT145008.2,NONHSAG020538.2,Intronic,2.801315007
NONHSAT145010.2,NONHSAG020539.2,Intronic,1.879485442
NONHSAT145011.2,NONHSAG020540.2,Intronic,9.556787248
NONHSAT145076.2,NONHSAG020569.2,Intronic,13.00834148
NONHSAT145165.2,NONHSAG020621.3,Intronic,1.091499099
NONHSAT145166.2,NONHSAG020621.3,Intronic,4.052797575
NONHSAT145558.2,NONHSAG020782.2,Intronic,0.647730466
NONHSAT145690.2,NONHSAG020845.2,Intronic,2.081923345
NONHSAT145706.2,NONHSAG020856.2,Intronic,1.471682835
NONHSAT145765.2,NONHSAG020885.2,Intronic,2.649970177
NONHSAT145792.2,NONHSAG020905.2,Intronic,4.150724809
NONHSAT145830.2,NONHSAG020920.2,Intronic,1.671224999
NONHSAT145834.2,NONHSAG020923.2,Intronic,3.542740981
NONHSAT145887.2,NONHSAG020940.2,Intronic,2.904726142
NONHSAT145888.2,NONHSAG020941.2,Intronic,0.975956692
NONHSAT145995.2,NONHSAG020971.2,Intronic,1.94651087
NONHSAT145998.2,NONHSAG020973.3,Intronic,4.614919068
NONHSAT146072.2,NONHSAG021003.2,Intronic,10.37045869
NONHSAT146094.2,NONHSAG021015.2,Intronic,1.744522572
NONHSAT146095.2,NONHSAG021016.2,Intronic,2.023913276
NONHSAT146104.2,NONHSAG021022.2,Intronic,1.214765493
NONHSAT146115.2,NONHSAG021027.2,Intronic,2.339889011
NONHSAT146396.2,NONHSAG021072.2,Intronic,2.102053436
NONHSAT146434.2,NONHSAG021091.2,Intronic,1.677031073
NONHSAT146456.2,NONHSAG021099.2,Intronic,1.853064792
NONHSAT146457.2,NONHSAG021100.2,Intronic,5.230299744
NONHSAT146469.2,NONHSAG021105.2,Intronic,5.96054253
NONHSAT146495.2,NONHSAG021119.2,Intronic,6.393596533
NONHSAT146535.2,NONHSAG021144.2,Intronic,3.605775562
NONHSAT146540.2,NONHSAG021147.2,Intronic,3.578778537
NONHSAT146542.2,NONHSAG021149.2,Intronic,2.418290155
NONHSAT147928.2,NONHSAG018387.3,Intronic,1.704859537
NONHSAT148056.2,NONHSAG018413.2,Intronic,0.843568319
NONHSAT148153.2,NONHSAG018455.2,Intronic,2.407112662
NONHSAT148232.1,NONHSAG056057.1,Intronic,3.254826028
NONHSAT148233.1,NONHSAG056058.1,Intronic,2.502122135
NONHSAT148234.1,NONHSAG056059.1,Intronic,1.699162208
NONHSAT148358.1,NONHSAG056126.1,Intronic,4.791289561
NONHSAT148393.1,NONHSAG056154.1,Intronic,1.30405801
NONHSAT148398.1,NONHSAG056157.1,Intronic,4.002042352
NONHSAT148425.1,NONHSAG056173.1,Intronic,1.738923436
NONHSAT148431.1,NONHSAG056178.1,Intronic,0.296161952
NONHSAT148446.1,NONHSAG056182.1,Intronic,5.503933056
NONHSAT148493.1,NONHSAG000593.2,Intronic,5.78759077
NONHSAT148498.1,NONHSAG056216.1,Intronic,1.060546606
NONHSAT148519.1,NONHSAG056223.1,Intronic,2.194658838
NONHSAT148540.1,NONHSAG056231.1,Intronic,1.048528362
NONHSAT148568.1,NONHSAG104847.1,Intronic,2.52756551
NONHSAT148570.1,NONHSAG056241.1,Intronic,11.62013862
NONHSAT148575.1,NONHSAG056246.1,Intronic,2.744422865
NONHSAT148588.1,NONHSAG056252.1,Intronic,1.188931145
NONHSAT148589.1,NONHSAG056253.1,Intronic,5.805896403
NONHSAT148593.1,NONHSAG000836.2,Intronic,9.041353383
NONHSAT148663.1,NONHSAG056284.1,Intronic,3.353103344
NONHSAT148676.1,NONHSAG056291.1,Intronic,1.718555479
NONHSAT148766.1,NONHSAG056346.2,Intronic,3.734107409
NONHSAT148771.1,NONHSAG056351.1,Intronic,5.087951829
NONHSAT148772.1,NONHSAG056352.1,Intronic,2.239671111
NONHSAT148773.1,NONHSAG056353.1,Intronic,2.796506712
NONHSAT148805.1,NONHSAG001178.2,Intronic,1.683246523
NONHSAT148818.1,NONHSAG056379.1,Intronic,4.032602378
NONHSAT148819.1,NONHSAG056380.1,Intronic,4.462446363
NONHSAT148820.1,NONHSAG056381.1,Intronic,1.232061698
NONHSAT148821.1,NONHSAG056382.1,Intronic,2.477461245
NONHSAT148839.1,NONHSAG056395.1,Intronic,0.791701458
NONHSAT148870.1,NONHSAG056405.1,Intronic,18.0017945
NONHSAT148876.1,NONHSAG056410.1,Intronic,1.69101149
NONHSAT148886.1,NONHSAG001321.3,Intronic,0.95942212
NONHSAT148971.1,NONHSAG056460.1,Intronic,5.544859399
NONHSAT149054.1,NONHSAG001660.3,Intronic,4.89816761
NONHSAT149060.1,NONHSAG056499.1,Intronic,5.894378525
NONHSAT149094.1,NONHSAG056514.1,Intronic,1.884667203
NONHSAT149102.1,NONHSAG056521.1,Intronic,2.869475751
NONHSAT149104.1,NONHSAG001732.2,Intronic,1.319974951
NONHSAT149220.1,NONHSAG056564.1,Intronic,3.730153473
NONHSAT149292.1,NONHSAG056607.1,Intronic,4.149287079
NONHSAT149322.1,NONHSAG056625.1,Intronic,0.911731044
NONHSAT149357.1,NONHSAG056653.1,Intronic,1.796124089
NONHSAT149390.1,NONHSAG002138.2,Intronic,1.617186255
NONHSAT149465.1,NONHSAG056702.1,Intronic,1.319235062
NONHSAT149466.1,NONHSAG002227.2,Intronic,2.136809339
NONHSAT149598.1,NONHSAG002418.3,Intronic,0.449619629
NONHSAT149607.1,NONHSAG056754.1,Intronic,3.371902178
NONHSAT149608.1,NONHSAG056755.1,Intronic,1.490657849
NONHSAT149622.1,NONHSAG056761.1,Intronic,1.537289148
NONHSAT149687.1,NONHSAG002669.2,Intronic,2.870244549
NONHSAT149688.1,NONHSAG002669.2,Intronic,0.786506992
NONHSAT149689.1,NONHSAG002669.2,Intronic,1.898153911
NONHSAT149693.1,NONHSAG002669.2,Intronic,3.830033726
NONHSAT149716.1,NONHSAG002701.3,Intronic,6.423977698
NONHSAT149717.1,NONHSAG056806.1,Intronic,3.26707634
NONHSAT149720.1,NONHSAG002696.3,Intronic,3.474589977
NONHSAT149722.1,NONHSAG002696.3,Intronic,2.025229978
NONHSAT149723.1,NONHSAG056807.2,Intronic,0.956464492
NONHSAT149740.1,NONHSAG056812.1,Intronic,1.86415552
NONHSAT149747.1,NONHSAG002660.3,Intronic,1.043041218
NONHSAT149758.1,NONHSAG056817.1,Intronic,7.788708486
NONHSAT149798.1,NONHSAG056833.1,Intronic,0.973473094
NONHSAT149854.1,NONHSAG056865.1,Intronic,2.112611651
NONHSAT149910.1,NONHSAG003164.2,Intronic,1.916748059
NONHSAT149955.1,NONHSAG056914.1,Intronic,1.383619113
NONHSAT149970.1,NONHSAG056926.1,Intronic,2.290781729
NONHSAT149993.1,NONHSAG056936.1,Intronic,2.068870367
NONHSAT149994.1,NONHSAG056937.1,Intronic,6.054028256
NONHSAT150005.1,NONHSAG056940.1,Intronic,2.684836421
NONHSAT150015.1,NONHSAG056946.1,Intronic,4.833612031
NONHSAT150016.1,NONHSAG056947.1,Intronic,4.50907434
NONHSAT150017.1,NONHSAG056948.1,Intronic,5.45052148
NONHSAT150044.1,NONHSAG056962.1,Intronic,3.316015791
NONHSAT150051.1,NONHSAG056967.1,Intronic,11.24529569
NONHSAT150054.1,NONHSAG056970.1,Intronic,3.832227223
NONHSAT150104.1,NONHSAG056995.1,Intronic,1.559255617
NONHSAT150123.1,NONHSAG057009.1,Intronic,0.80915253
NONHSAT150124.1,NONHSAG057010.1,Intronic,2.9842899
NONHSAT150147.1,NONHSAG057025.1,Intronic,3.124688651
NONHSAT150286.1,NONHSAG057090.1,Intronic,2.830365047
NONHSAT150321.1,NONHSAG057105.1,Intronic,1.508389431
NONHSAT150328.1,NONHSAG057108.1,Intronic,0.7795167
NONHSAT150342.1,NONHSAG057114.1,Intronic,0.548781475
NONHSAT150345.1,NONHSAG057115.1,Intronic,2.302108942
NONHSAT150357.1,NONHSAG004036.2,Intronic,3.805491693
NONHSAT150382.1,NONHSAG004087.2,Intronic,5.233188462
NONHSAT150468.1,NONHSAG004225.2,Intronic,0.796208397
NONHSAT150563.1,NONHSAG057235.1,Intronic,9.38820762
NONHSAT150619.1,NONHSAG004393.3,Intronic,5.808283652
NONHSAT150620.1,NONHSAG057252.1,Intronic,1.587553685
NONHSAT150621.1,NONHSAG057252.1,Intronic,3.928911301
NONHSAT150654.1,NONHSAG057267.1,Intronic,3.328175418
NONHSAT150655.1,NONHSAG057268.1,Intronic,1.794898496
NONHSAT150679.1,NONHSAG057283.1,Intronic,2.531247839
NONHSAT150680.1,NONHSAG057284.1,Intronic,4.244225806
NONHSAT150773.1,NONHSAG004669.2,Intronic,3.661173663
NONHSAT150835.1,NONHSAG057358.1,Intronic,1.505563568
NONHSAT150890.1,NONHSAG004895.2,Intronic,2.885283574
NONHSAT150947.1,NONHSAG057403.1,Intronic,1.741812092
NONHSAT150951.1,NONHSAG057407.1,Intronic,2.420758412
NONHSAT150974.1,NONHSAG057414.1,Intronic,2.181486473
NONHSAT150975.1,NONHSAG057415.1,Intronic,20.97258631
NONHSAT150986.1,NONHSAG057422.1,Intronic,2.4486512
NONHSAT150987.1,NONHSAG057423.1,Intronic,2.035139006
NONHSAT151055.1,NONHSAG057463.1,Intronic,2.830911052
NONHSAT151068.1,NONHSAG057470.1,Intronic,2.512293348
NONHSAT151081.1,NONHSAG057477.1,Intronic,1.522188169
NONHSAT151092.1,NONHSAG000322.3,Intronic,4.814193461
NONHSAT151218.1,NONHSAG057559.1,Intronic,3.204904392
NONHSAT151219.1,NONHSAG057560.1,Intronic,4.331442067
NONHSAT151236.1,NONHSAG057570.1,Intronic,1.925329943
NONHSAT151238.1,NONHSAG057572.1,Intronic,2.724953732
NONHSAT151239.1,NONHSAG057573.1,Intronic,2.709106491
NONHSAT151255.1,NONHSAG057581.1,Intronic,6.534485502
NONHSAT151322.1,NONHSAG000822.2,Intronic,1.386196296
NONHSAT151329.1,NONHSAG057625.1,Intronic,4.343733149
NONHSAT151453.1,NONHSAG057687.1,Intronic,3.338976961
NONHSAT151522.1,NONHSAG001268.2,Intronic,1.961305824
NONHSAT151533.1,NONHSAG001311.2,Intronic,4.296064332
NONHSAT151541.1,NONHSAG057742.1,Intronic,4.264465308
NONHSAT151587.1,NONHSAG057769.1,Intronic,0.752063774
NONHSAT151589.1,NONHSAG057771.1,Intronic,0.934006996
NONHSAT151611.1,NONHSAG001507.2,Intronic,3.49606911
NONHSAT151629.1,NONHSAG057790.1,Intronic,5.108100794
NONHSAT151665.1,NONHSAG057813.1,Intronic,3.33815268
NONHSAT151734.1,NONHSAG057849.1,Intronic,3.382576623
NONHSAT151749.1,NONHSAG057860.1,Intronic,1.757919884
NONHSAT151750.1,NONHSAG057861.1,Intronic,10.46890744
NONHSAT151752.1,NONHSAG057863.1,Intronic,1.874206334
NONHSAT151797.1,NONHSAG057886.1,Intronic,2.822034289
NONHSAT151836.1,NONHSAG001938.2,Intronic,3.297899908
NONHSAT151846.1,NONHSAG057909.1,Intronic,1.211650235
NONHSAT151853.1,NONHSAG057914.1,Intronic,3.140208149
NONHSAT151936.1,NONHSAG057954.1,Intronic,1.393112552
NONHSAT151942.1,NONHSAG057958.1,Intronic,11.23931997
NONHSAT151944.1,NONHSAG057960.1,Intronic,1.063473029
NONHSAT151946.1,NONHSAG057961.1,Intronic,5.617535814
NONHSAT151985.1,NONHSAG057976.1,Intronic,1.824442473
NONHSAT152011.1,NONHSAG057989.1,Intronic,5.855890602
NONHSAT152012.1,NONHSAG057990.1,Intronic,0.75384193
NONHSAT152014.1,NONHSAG057991.1,Intronic,3.75920304
NONHSAT152073.1,NONHSAG058024.1,Intronic,3.60456122
NONHSAT152107.1,NONHSAG058040.1,Intronic,2.179143019
NONHSAT152176.1,NONHSAG002574.2,Intronic,12.85694351
NONHSAT152219.1,NONHSAG058095.1,Intronic,6.323172078
NONHSAT152227.1,NONHSAG058099.1,Intronic,1.972151253
NONHSAT152231.1,NONHSAG058100.1,Intronic,2.835447901
NONHSAT152235.1,NONHSAG058103.1,Intronic,1.880078333
NONHSAT152250.1,NONHSAG002719.3,Intronic,3.09158281
NONHSAT152269.1,NONHSAG058112.2,Intronic,2.993883853
NONHSAT152270.1,NONHSAG058112.2,Intronic,1.601769967
NONHSAT152271.1,NONHSAG058112.2,Intronic,1.300313786
NONHSAT152333.1,NONHSAG058154.1,Intronic,2.320213303
NONHSAT152342.1,NONHSAG058155.1,Intronic,2.331015404
NONHSAT152373.1,NONHSAG058174.1,Intronic,5.079589643
NONHSAT152375.1,NONHSAG058176.1,Intronic,0.523190514
NONHSAT152376.1,NONHSAG058177.1,Intronic,2.305032072
NONHSAT152392.1,NONHSAG058181.1,Intronic,1.398496006
NONHSAT152438.1,NONHSAG058207.1,Intronic,3.434000141
NONHSAT152440.1,NONHSAG058208.1,Intronic,4.237864256
NONHSAT152544.1,NONHSAG058266.1,Intronic,1.378377207
NONHSAT152608.1,NONHSAG058299.1,Intronic,2.710007401
NONHSAT152609.1,NONHSAG058300.1,Intronic,2.983859169
NONHSAT152750.1,NONHSAG003939.2,Intronic,3.235574943
NONHSAT152847.1,NONHSAG058439.1,Intronic,1.057806243
NONHSAT152848.1,NONHSAG058440.1,Intronic,2.031179032
NONHSAT152850.1,NONHSAG004188.2,Intronic,4.728506335
NONHSAT152947.1,NONHSAG058469.1,Intronic,0.508405265
NONHSAT152948.1,NONHSAG058470.1,Intronic,2.022723871
NONHSAT153041.1,NONHSAG058513.1,Intronic,3.547982598
NONHSAT153053.1,NONHSAG058519.1,Intronic,3.083950767
NONHSAT153054.1,NONHSAG058520.1,Intronic,6.845086431
NONHSAT153144.1,NONHSAG058565.1,Intronic,1.919410019
NONHSAT153185.1,NONHSAG058576.1,Intronic,3.202244645
NONHSAT153187.1,NONHSAG058577.1,Intronic,9.173368416
NONHSAT153189.1,NONHSAG004702.2,Intronic,0.5868451
NONHSAT153246.1,NONHSAG058603.1,Intronic,1.660645133
NONHSAT153247.1,NONHSAG058604.1,Intronic,2.72526446
NONHSAT153249.1,NONHSAG058606.1,Intronic,1.829846485
NONHSAT153258.1,NONHSAG058611.1,Intronic,3.346500742
NONHSAT153259.1,NONHSAG004844.2,Intronic,2.368258243
NONHSAT153260.1,NONHSAG004845.2,Intronic,2.765318387
NONHSAT153291.1,NONHSAG004890.2,Intronic,2.393712914
NONHSAT153295.1,NONHSAG058632.1,Intronic,2.773645145
NONHSAT153296.1,NONHSAG058633.1,Intronic,1.947679368
NONHSAT154920.1,NONHSAG060228.1,Intronic,4.592647381
NONHSAT155006.1,NONHSAG005080.2,Intronic,6.07525111
NONHSAT155021.1,NONHSAG005137.2,Intronic,2.977698712
NONHSAT155138.1,NONHSAG060323.1,Intronic,3.348967616
NONHSAT155140.1,NONHSAG060325.1,Intronic,2.991029546
NONHSAT155149.1,NONHSAG060328.1,Intronic,1.054984464
NONHSAT155176.1,NONHSAG060342.1,Intronic,2.630423246
NONHSAT155199.1,NONHSAG060356.1,Intronic,2.148259017
NONHSAT155263.1,NONHSAG060383.1,Intronic,3.469604238
NONHSAT155298.1,NONHSAG060392.1,Intronic,1.038292504
NONHSAT155411.1,NONHSAG060452.1,Intronic,0.939896877
NONHSAT155561.1,NONHSAG060527.1,Intronic,5.573887564
NONHSAT155604.1,NONHSAG060546.1,Intronic,2.207311602
NONHSAT155606.1,NONHSAG060548.1,Intronic,1.84771272
NONHSAT155623.1,NONHSAG060555.1,Intronic,17.20089492
NONHSAT155626.1,NONHSAG006144.2,Intronic,7.873370786
NONHSAT155639.1,NONHSAG060563.1,Intronic,6.403973172
NONHSAT155640.1,NONHSAG060564.1,Intronic,2.08013989
NONHSAT155641.1,NONHSAG060565.1,Intronic,2.573399561
NONHSAT155663.1,NONHSAG060573.1,Intronic,0.927016871
NONHSAT155668.1,NONHSAG006235.2,Intronic,2.619676835
NONHSAT155670.1,NONHSAG006247.2,Intronic,8.668745679
NONHSAT155675.1,NONHSAG060579.1,Intronic,1.199731012
NONHSAT155680.1,NONHSAG060583.1,Intronic,2.054329607
NONHSAT155686.1,NONHSAG060587.1,Intronic,6.137051287
NONHSAT155687.1,NONHSAG060588.1,Intronic,2.487216645
NONHSAT155688.1,NONHSAG060589.1,Intronic,1.658554337
NONHSAT155689.1,NONHSAG006275.2,Intronic,6.144817872
NONHSAT155692.1,NONHSAG060592.1,Intronic,2.391791634
NONHSAT155753.1,NONHSAG060622.1,Intronic,1.497480169
NONHSAT155754.1,NONHSAG060623.1,Intronic,3.190202979
NONHSAT155811.1,NONHSAG060656.1,Intronic,1.178235102
NONHSAT155817.1,NONHSAG006433.2,Intronic,0.40895387
NONHSAT155827.1,NONHSAG006456.2,Intronic,1.344823646
NONHSAT155829.1,NONHSAG060666.1,Intronic,3.547937567
NONHSAT155830.1,NONHSAG060667.1,Intronic,3.38763478
NONHSAT155837.1,NONHSAG060673.1,Intronic,2.558740044
NONHSAT155875.1,NONHSAG060687.1,Intronic,6.299833988
NONHSAT155897.1,NONHSAG060702.1,Intronic,1.558375481
NONHSAT155898.1,NONHSAG060703.1,Intronic,2.768451611
NONHSAT155899.1,NONHSAG060704.1,Intronic,0.790130532
NONHSAT155993.1,NONHSAG060754.1,Intronic,0.720254085
NONHSAT155994.1,NONHSAG060755.1,Intronic,0.225163939
NONHSAT156019.1,NONHSAG060774.1,Intronic,4.416823826
NONHSAT156100.1,NONHSAG060817.1,Intronic,3.81880812
NONHSAT156101.1,NONHSAG060818.1,Intronic,1.394875585
NONHSAT156124.1,NONHSAG060833.1,Intronic,1.212363432
NONHSAT156125.1,NONHSAG006889.2,Intronic,2.657768201
NONHSAT156127.1,NONHSAG060835.1,Intronic,1.038000841
NONHSAT156132.1,NONHSAG006898.2,Intronic,3.176383589
NONHSAT156229.1,NONHSAG060888.1,Intronic,4.169667745
NONHSAT156247.1,NONHSAG060900.1,Intronic,1.455150508
NONHSAT156342.1,NONHSAG060947.2,Intronic,9.108082472
NONHSAT156343.1,NONHSAG060947.2,Intronic,5.128974788
NONHSAT156371.1,NONHSAG060964.1,Intronic,2.735804755
NONHSAT156373.1,NONHSAG060966.1,Intronic,2.186366289
NONHSAT156384.1,NONHSAG060974.1,Intronic,6.245436646
NONHSAT156433.1,NONHSAG061002.1,Intronic,3.250658537
NONHSAT156471.1,NONHSAG061025.1,Intronic,1.308717385
NONHSAT156601.1,NONHSAG061077.1,Intronic,2.925576495
NONHSAT156610.1,NONHSAG005138.2,Intronic,1.158289647
NONHSAT156611.1,NONHSAG061081.1,Intronic,1.28588397
NONHSAT156747.1,NONHSAG005339.2,Intronic,1.175866401
NONHSAT156753.1,NONHSAG061143.1,Intronic,3.179348654
NONHSAT156757.1,NONHSAG061145.1,Intronic,1.884736434
NONHSAT156764.1,NONHSAG061152.1,Intronic,8.325524777
NONHSAT156831.1,NONHSAG061192.1,Intronic,2.290754759
NONHSAT156865.1,NONHSAG061206.1,Intronic,3.882938768
NONHSAT156904.1,NONHSAG061227.1,Intronic,2.225349329
NONHSAT156927.1,NONHSAG061238.1,Intronic,2.723473439
NONHSAT157005.1,NONHSAG061273.1,Intronic,3.361351821
NONHSAT157006.1,NONHSAG005902.2,Intronic,0.834091867
NONHSAT157100.1,NONHSAG006066.2,Intronic,1.97980193
NONHSAT157107.1,NONHSAG061326.1,Intronic,0.830132438
NONHSAT157118.1,NONHSAG061332.1,Intronic,1.889521287
NONHSAT157139.1,NONHSAG061345.1,Intronic,3.567560371
NONHSAT157146.1,NONHSAG061349.1,Intronic,1.440038107
NONHSAT157190.1,NONHSAG061379.1,Intronic,2.775374101
NONHSAT157236.1,NONHSAG061400.1,Intronic,2.922868538
NONHSAT157303.1,NONHSAG061432.1,Intronic,5.208856578
NONHSAT157384.1,NONHSAG061474.1,Intronic,7.633960158
NONHSAT157440.1,NONHSAG061515.1,Intronic,4.579300052
NONHSAT157447.1,NONHSAG061520.1,Intronic,4.904130093
NONHSAT157448.1,NONHSAG061521.1,Intronic,8.088654125
NONHSAT157511.1,NONHSAG006885.2,Intronic,3.194150817
NONHSAT157527.1,NONHSAG061557.1,Intronic,1.224151799
NONHSAT157546.1,NONHSAG061568.1,Intronic,2.04477008
NONHSAT157552.1,NONHSAG061569.1,Intronic,1.348524579
NONHSAT157553.1,NONHSAG061570.1,Intronic,2.279506553
NONHSAT157554.1,NONHSAG061571.1,Intronic,16.06783793
NONHSAT157593.1,NONHSAG061590.1,Intronic,3.883109464
NONHSAT157655.1,NONHSAG061619.1,Intronic,1.961824268
NONHSAT157659.1,NONHSAG061623.1,Intronic,2.127987254
NONHSAT157761.1,NONHSAG061675.1,Intronic,3.944945978
NONHSAT157788.1,NONHSAG007249.2,Intronic,2.285089985
NONHSAT158306.1,NONHSAG062208.2,Intronic,1.107080157
NONHSAT158314.1,NONHSAG062216.1,Intronic,2.151150212
NONHSAT158689.1,NONHSAG062587.1,Intronic,1.338664626
NONHSAT158697.1,NONHSAG062590.1,Intronic,1.720500052
NONHSAT158713.1,NONHSAG062597.1,Intronic,1.291873797
NONHSAT158733.1,NONHSAG007404.2,Intronic,1.182457547
NONHSAT158765.1,NONHSAG062623.1,Intronic,1.743480302
NONHSAT158810.1,NONHSAG106248.1,Intronic,4.615792593
NONHSAT158816.1,NONHSAG062647.1,Intronic,4.742311509
NONHSAT158818.1,NONHSAG062649.1,Intronic,4.402978436
NONHSAT158851.1,NONHSAG062664.1,Intronic,2.560705739
NONHSAT158852.1,NONHSAG062665.1,Intronic,4.24022688
NONHSAT158858.1,NONHSAG062669.1,Intronic,1.390323399
NONHSAT158859.1,NONHSAG062670.1,Intronic,3.281158776
NONHSAT158860.1,NONHSAG062671.1,Intronic,3.677615254
NONHSAT158975.1,NONHSAG062731.1,Intronic,7.439822955
NONHSAT158976.1,NONHSAG062732.1,Intronic,1.089604686
NONHSAT158980.1,NONHSAG062735.1,Intronic,2.042822886
NONHSAT159016.1,NONHSAG008052.2,Intronic,0.73432899
NONHSAT159021.1,NONHSAG062753.1,Intronic,2.368419496
NONHSAT159022.1,NONHSAG062754.1,Intronic,2.653234423
NONHSAT159025.1,NONHSAG062756.1,Intronic,1.493990325
NONHSAT159083.1,NONHSAG062791.1,Intronic,3.067909085
NONHSAT159141.1,NONHSAG062827.1,Intronic,1.41447763
NONHSAT159179.1,NONHSAG062840.1,Intronic,6.424735931
NONHSAT159226.1,NONHSAG062865.1,Intronic,1.84698962
NONHSAT159229.1,NONHSAG062868.1,Intronic,6.507064955
NONHSAT159231.1,NONHSAG062870.1,Intronic,2.41416824
NONHSAT159233.1,NONHSAG062872.1,Intronic,1.75969383
NONHSAT159234.1,NONHSAG062873.1,Intronic,1.516906275
NONHSAT159263.1,NONHSAG062881.1,Intronic,1.844809524
NONHSAT159264.1,NONHSAG062882.1,Intronic,1.63787385
NONHSAT159288.1,NONHSAG008775.2,Intronic,1.082265051
NONHSAT159291.1,NONHSAG062898.1,Intronic,1.053441063
NONHSAT159292.1,NONHSAG062899.1,Intronic,2.632048965
NONHSAT159293.1,NONHSAG062900.1,Intronic,2.290952152
NONHSAT159294.1,NONHSAG062901.1,Intronic,2.899953535
NONHSAT159324.1,NONHSAG062915.1,Intronic,2.843503627
