miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-6124,1741,6.078780956,22150,6.407253835,0.025340565,0.25111285,1
hsa-miR-6125,582,6.164015469,23309,6.388792873,0.038327083,0.374639818,1
hsa-miR-6126,704,6.168839059,23187,6.389829102,0.040282662,0.2174968,1
hsa-miR-6128,112,5.994869766,23779,6.385146754,0.071328693,0.62194991,1
hsa-miR-613,124,6.305935479,23767,6.383720877,0.07286601,0.529099304,1
hsa-miR-6130,1163,5.666995466,22728,6.419971593,0.047251083,0.014303791,1
hsa-miR-6131,1124,5.904549753,22767,6.406953756,0.038815702,0.079298411,1
hsa-miR-6132,2664,5.905737407,21227,6.443253669,0.032685492,0.012723969,1
hsa-miR-6134,2034,6.27264224,21857,6.393616497,0.022412869,0.307280176,1
hsa-miR-614,245,6.807285745,23646,6.378924346,0.050761832,0.559733157,1
hsa-miR-615-3p,492,5.859690178,23399,6.394327215,0.048698402,0.20322556,1
hsa-miR-615-5p,1839,5.975023722,22052,6.417366291,0.02797942,0.140172957,1
hsa-miR-616-3p,227,6.07388799,23664,6.386285392,0.077499643,0.134248978,1
hsa-miR-616-5p,119,6.009189629,23772,6.385189993,0.142901684,0.015878058,1
hsa-miR-617,492,6.12120123,23399,6.388828543,0.042495041,0.349033245,1
hsa-miR-618,90,6.128900129,23801,6.384279193,0.087820773,0.493733393,1
hsa-miR-619-3p,1050,5.962636805,22841,6.402655814,0.035493484,0.159351627,1
hsa-miR-619-5p,3019,6.392741942,20872,6.381953917,0.017878544,0.36812654,1
hsa-miR-620,6,10.16758707,23885,6.38236653,0,1,1
hsa-miR-621,136,7.02485709,23755,6.379644265,0.057816002,0.75667619,1
hsa-miR-622,968,6.07604962,22923,6.396292547,0.033495041,0.24837668,1
hsa-miR-623,1279,5.833746682,22612,6.414402445,0.037970111,0.060968901,1
hsa-miR-624-3p,97,7.755572146,23794,6.377722938,0.112827543,0.170830925,1
hsa-miR-624-5p,210,6.660525371,23681,6.380858906,0.041363681,0.868522119,1
hsa-miR-625-3p,34,6.339203061,23857,6.383380022,0.108601742,0.81810919,1
hsa-miR-625-5p,951,6.500964146,22940,6.378439982,0.022569736,0.740923022,1
hsa-miR-626,57,5.434762278,23834,6.38558566,0.068971203,0.949615972,1
hsa-miR-627-3p,67,7.485997184,23824,6.380216096,0.177795124,0.029279576,1
hsa-miR-627-5p,237,5.956235214,23654,6.387596277,0.070225498,0.197460327,1
hsa-miR-628-3p,121,6.825791071,23770,6.381064761,0.084844081,0.351486763,1
hsa-miR-628-5p,188,5.710780477,23703,6.388651367,0.091293992,0.089270109,1
hsa-miR-629-3p,1133,6.23254783,22758,6.390823156,0.017639297,0.890219463,1
hsa-miR-629-5p,137,6.245908513,23754,6.38410965,0.044581043,0.949450709,1
hsa-miR-630,154,6.481140353,23737,6.382682499,0.099694761,0.095516594,1
hsa-miR-631,954,5.738827322,22937,6.410122894,0.049661414,0.02182784,1
hsa-miR-632,773,5.788774728,23118,6.403196955,0.032414105,0.411631144,1
hsa-miR-633,6,6.751609095,23885,6.383224636,0,1,1
hsa-miR-634,478,6.04123893,23413,6.390301024,0.06886565,0.023518855,1
hsa-miR-635,512,5.984750346,23379,6.392045763,0.0413396,0.3587252,1
hsa-miR-636,397,5.797210211,23494,6.393221147,0.043887083,0.439649813,1
hsa-miR-637,3463,5.916552622,20428,6.462444114,0.033432904,0.002668316,1
hsa-miR-638,239,5.711206532,23652,6.390108732,0.053667297,0.503240556,1
hsa-miR-639,285,5.47040545,23606,6.394338919,0.083095437,0.040938827,1
hsa-miR-640,867,6.349254907,23024,6.384599812,0.027178801,0.567704726,1
hsa-miR-641,188,6.312032149,23703,6.383882548,0.059407374,0.525804797,1
hsa-miR-642a-3p,411,6.450234428,23480,6.382145815,0.031787782,0.8090282,1
hsa-miR-642a-5p,1237,5.785195665,22654,6.415977004,0.044828608,0.017931575,1
hsa-miR-642b-3p,457,6.337018347,23434,6.384220052,0.030087667,0.811813576,1
hsa-miR-642b-5p,525,6.020316725,23366,6.391473243,0.049885018,0.155230669,1
hsa-miR-643,75,6.260049879,23816,6.383705338,0.118282947,0.246405822,1
hsa-miR-644a,313,5.863659868,23578,6.390215648,0.083852739,0.025971083,1
hsa-miR-645,603,5.984371627,23288,6.393647114,0.042889227,0.229740614,1
hsa-miR-646,994,5.991859035,22897,6.400311054,0.026201846,0.530025382,1
hsa-miR-648,410,6.207254703,23481,6.386391366,0.045330475,0.379127619,1
hsa-miR-649,159,6.628485246,23732,6.381674571,0.042790723,0.934563002,1
hsa-miR-6499-3p,374,6.031871218,23517,6.388906334,0.0625331,0.112341486,1
hsa-miR-6499-5p,519,5.935304115,23372,6.393265756,0.054845859,0.094278412,1
hsa-miR-650,2849,5.781532875,21042,6.464796261,0.037022013,0.002059328,1
hsa-miR-6500-3p,167,5.853912667,23724,6.387043781,0.058869615,0.613549469,1
hsa-miR-6500-5p,480,5.777185827,23411,6.395744773,0.074074331,0.011463948,1
hsa-miR-6501-3p,1777,6.353413364,22114,6.385720111,0.015547919,0.821410334,1
hsa-miR-6501-5p,556,6.013879829,23335,6.392119687,0.050916738,0.119689809,1
hsa-miR-6502-3p,132,5.346295079,23759,6.389078628,0.098800837,0.154102654,1
hsa-miR-6502-5p,108,5.750091348,23783,6.386192668,0.070164497,0.665066484,1
hsa-miR-6503-3p,395,5.729539327,23496,6.394308054,0.046654965,0.366312545,1
hsa-miR-6503-5p,514,5.771446465,23377,6.396770612,0.043647028,0.293395345,1
hsa-miR-6504-3p,110,7.085645033,23781,6.380068505,0.061650439,0.799552342,1
hsa-miR-6504-5p,1958,6.004102266,21933,6.417170375,0.027405172,0.134363814,1
hsa-miR-6505-3p,132,6.32219933,23759,6.38365671,0.076415381,0.427407999,1
hsa-miR-6505-5p,261,6.300935294,23630,6.384227083,0.076964635,0.093923729,1
hsa-miR-6506-3p,42,7.593453109,23849,6.381186006,0.175765581,0.14990257,1
hsa-miR-6506-5p,1287,6.122393552,22604,6.398173314,0.018492955,0.799232191,1
hsa-miR-6507-3p,194,6.458134001,23697,6.38270465,0.089837593,0.08954785,1
hsa-miR-6507-5p,115,6.281621277,23776,6.383809036,0.0575286,0.843203658,1
hsa-miR-6508-3p,603,5.951828854,23288,6.394489749,0.045438957,0.176449502,1
hsa-miR-6508-5p,133,6.175989228,23758,6.384477798,0.074953146,0.447286166,1
hsa-miR-6509-3p,409,5.845044784,23482,6.392692563,0.059786001,0.112949999,1
hsa-miR-6509-5p,89,6.554390715,23802,6.382677477,0.069169903,0.789948759,1
hsa-miR-6510-3p,129,5.862894557,23762,6.386142441,0.095047529,0.1967143,1
hsa-miR-6511a-3p,1002,6.316151684,22889,6.38625742,0.021892298,0.746990268,1
hsa-miR-6511a-5p,3459,6.107435237,20432,6.430022102,0.016457102,0.399547682,1
hsa-miR-6511b-3p,1071,6.290263508,22820,6.387684394,0.021491869,0.73209556,1
hsa-miR-6511b-5p,2094,5.894780354,21797,6.430250035,0.040547758,0.003739054,1
hsa-miR-6512-3p,2222,6.112661733,21669,6.411070917,0.023382007,0.220502329,1
hsa-miR-6512-5p,175,6.678622813,23716,6.381138096,0.059026817,0.580337547,1
hsa-miR-6513-3p,190,6.400364132,23701,6.383180494,0.052863859,0.668009658,1
hsa-miR-6513-5p,235,7.130140713,23656,6.375898166,0.077318156,0.123791247,1
hsa-miR-651-3p,67,6.94556784,23824,6.38173594,0.13354024,0.184416418,1
hsa-miR-6514-3p,755,5.879333416,23136,6.399763717,0.045113776,0.101967896,1
hsa-miR-6514-5p,814,5.749506575,23077,6.405673689,0.067236234,0.001635487,1
hsa-miR-6515-3p,319,5.850881127,23572,6.390522612,0.061357798,0.186835198,1
hsa-miR-651-5p,29,5.735764826,23862,6.384104136,0.158457105,0.461076743,1
hsa-miR-6516-3p,14,6.177433523,23877,6.38343787,0.141872932,0.940875503,1
hsa-miR-6516-5p,251,6.554747308,23640,6.381496976,0.073036618,0.141293667,1
hsa-miR-652-3p,159,5.682870471,23732,6.388010015,0.071619987,0.39261852,1
hsa-miR-652-5p,601,6.500664932,23290,6.380288985,0.030932702,0.629312841,1
hsa-miR-6529-3p,722,6.209124077,23169,6.388745414,0.037398095,0.281358331,1
hsa-miR-6529-5p,591,6.310968826,23300,6.385152253,0.023029128,0.919893566,1
hsa-miR-653-3p,392,6.419691525,23499,6.382710371,0.030101585,0.875879789,1
hsa-miR-653-5p,23,6.660057364,23868,6.383050476,0.134569844,0.799615786,1
hsa-miR-654-3p,207,6.955460675,23684,6.378316573,0.067229594,0.311726623,1
hsa-miR-654-5p,1698,6.146126602,22193,6.401464746,0.036504894,0.029874553,1
hsa-miR-655-3p,16,8.846577033,23875,6.381666381,0.191950262,0.597729393,1
hsa-miR-655-5p,48,4.247932233,23843,6.387616044,0.188330083,0.066870433,1
hsa-miR-656-3p,2,0.78554128,23889,6.383785801,0,1,1
hsa-miR-656-5p,379,5.886751115,23512,6.391321513,0.059922469,0.137277367,1
hsa-miR-657,519,6.293198184,23372,6.385318339,0.029656882,0.763225296,1
hsa-miR-658,1245,5.685743235,22646,6.421667392,0.045974732,0.01362785,1
hsa-miR-659-3p,478,5.486166366,23413,6.40163339,0.065064432,0.037892634,1
hsa-miR-659-5p,312,5.645256643,23579,6.393083252,0.054683465,0.315888109,1
hsa-miR-660-3p,2390,6.173393533,21501,6.406651762,0.016034615,0.637861895,1
hsa-miR-660-5p,165,6.344790631,23726,6.383585081,0.041900332,0.935851904,1
hsa-miR-661,4448,6.147477376,19443,6.43727052,0.0261632,0.014086222,1
hsa-miR-662,643,5.983873886,23248,6.394365071,0.0502851,0.084485211,1
hsa-miR-663a,2019,5.745290573,21872,6.44221326,0.045267562,0.001026025,1
hsa-miR-664a-3p,100,5.552705248,23791,6.386808438,0.138772225,0.043183896,1
hsa-miR-664a-5p,558,6.641544004,23333,6.377141753,0.049010531,0.145832141,1
hsa-miR-664b-3p,137,6.255672868,23754,6.384053334,0.075697124,0.415958549,1
hsa-miR-664b-5p,644,6.003471278,23247,6.393839832,0.032305711,0.530051399,1
hsa-miR-665,3909,5.883742109,19982,6.481047051,0.034092438,0.001000853,1
hsa-miR-668-3p,635,6.107829846,23256,6.390839273,0.042015404,0.225232148,1
hsa-miR-668-5p,292,5.029053984,23599,6.400074,0.121117275,0.000422605,1
hsa-miR-670-3p,352,6.267368489,23539,6.385051038,0.052675878,0.290974066,1
hsa-miR-670-5p,1235,6.261768563,22656,6.389942881,0.016721563,0.898760498,1
hsa-miR-671-3p,220,5.61693732,23671,6.390439942,0.071582988,0.213966548,1
hsa-miR-6715a-3p,789,6.196309529,23102,6.389704002,0.028664799,0.557601146,1
hsa-miR-6715b-3p,471,5.793214807,23420,6.39518471,0.046253678,0.276653353,1
hsa-miR-6715b-5p,2180,6.259972845,21711,6.395702145,0.020920736,0.351166057,1
hsa-miR-6716-3p,77,4.952963245,23814,6.387942047,0.117505364,0.239766524,1
hsa-miR-6716-5p,1435,5.965885413,22456,6.409992185,0.030214751,0.170297515,1
hsa-miR-6717-5p,264,5.133366281,23627,6.397283675,0.107068217,0.00502791,1
hsa-miR-6718-5p,566,5.919748986,23325,6.394566009,0.059193377,0.041616449,1
hsa-miR-6719-3p,442,5.938843227,23449,6.391695227,0.053739713,0.163144493,1
hsa-miR-6720-3p,711,5.958668263,23180,6.396342405,0.039024985,0.244175327,1
hsa-miR-6720-5p,3925,6.246561803,19966,6.410201092,0.014681915,0.479287519,1
hsa-miR-6722-3p,3667,5.99619024,20224,6.453510704,0.032806065,0.002507485,1
hsa-miR-6722-5p,180,5.902814538,23711,6.386964846,0.090658813,0.106080521,1
hsa-miR-6724-5p,2535,5.930722252,21356,6.437041074,0.034150863,0.010127661,1
hsa-miR-6726-3p,251,5.859440975,23640,6.388879458,0.078119839,0.096487746,1
hsa-miR-6726-5p,1984,5.945443216,21907,6.422973056,0.03295932,0.038411284,1
hsa-miR-6727-3p,1788,6.035870417,22103,6.411423507,0.035566047,0.030447199,1
hsa-miR-6727-5p,615,6.220459138,23276,6.387620197,0.036984744,0.385444903,1
hsa-miR-6728-3p,1553,6.080130595,22338,6.404395526,0.023326223,0.408291424,1
hsa-miR-6728-5p,2008,5.940866829,21883,6.423916716,0.038831035,0.00780166,1
hsa-miR-6729-3p,1394,6.055478885,22497,6.403631263,0.035580386,0.072044888,1
hsa-miR-6729-5p,756,5.728877641,23135,6.40470277,0.052956479,0.032944986,1
hsa-miR-6730-3p,682,6.08831045,23209,6.391985969,0.0359905,0.357353381,1
hsa-miR-6730-5p,1037,6.296183165,22854,6.387270856,0.038016679,0.113674655,1
hsa-miR-6731-3p,249,6.107790011,23642,6.386219033,0.062278893,0.294801211,1
hsa-miR-6732-3p,744,5.994874114,23147,6.395802641,0.039079996,0.220914645,1
hsa-miR-6732-5p,1835,5.696881942,22056,6.440426719,0.04825579,0.000749207,1
hsa-miR-6733-3p,549,6.158865184,23342,6.388596225,0.046574582,0.194986807,1
hsa-miR-6733-5p,533,6.226372755,23358,6.386898425,0.050639632,0.138094486,1
hsa-miR-6734-3p,2658,5.90789173,21233,6.442832094,0.039699356,0.001167426,1
hsa-miR-6734-5p,2313,5.881484474,21578,6.437109857,0.039015475,0.003458775,1
hsa-miR-6735-3p,1305,6.050028009,22586,6.402574317,0.042522798,0.023088066,1
hsa-miR-6736-3p,1833,5.918826346,22058,6.421915921,0.037128644,0.018820114,1
hsa-miR-6736-5p,1861,6.265581187,22030,6.393262982,0.013324071,0.920844318,1
hsa-miR-6737-3p,689,6.167929827,23202,6.389713233,0.019817745,0.955282505,1
hsa-miR-6738-3p,1157,6.081808644,22734,6.398661805,0.033319966,0.173402322,1
hsa-miR-6738-5p,1514,5.743869905,22377,6.426581358,0.042284317,0.012553973,1
hsa-miR-6739-3p,168,5.772136762,23723,6.38764537,0.081817575,0.214061773,1
hsa-miR-6739-5p,375,6.256495123,23516,6.385339531,0.052849351,0.253897802,1
hsa-miR-6740-3p,337,5.905575286,23554,6.390152467,0.05206056,0.328799793,1
hsa-miR-6740-5p,719,6.418172254,23172,6.382235639,0.025805808,0.741820518,1
hsa-miR-6741-3p,332,6.112631022,23559,6.387131737,0.049342793,0.402751236,1
hsa-miR-6741-5p,1743,5.912498759,22148,6.420369548,0.03756293,0.020928126,1
hsa-miR-6742-3p,1087,5.854017193,22804,6.408547333,0.045277205,0.028415064,1
hsa-miR-6742-5p,1820,5.678572486,22071,6.441431206,0.046536527,0.00137501,1
hsa-miR-6743-3p,272,6.254225541,23619,6.384803791,0.072210372,0.121070802,1
hsa-miR-6744-5p,547,6.06212603,23344,6.390843349,0.026023857,0.862105462,1
hsa-miR-6745,2283,6.012627073,21608,6.422482528,0.027041541,0.09761003,1
hsa-miR-6746-3p,562,5.723097492,23329,6.399221968,0.060424008,0.036366201,1
hsa-miR-6746-5p,784,5.69771885,23107,6.406578894,0.049871638,0.0460151,1
hsa-miR-6747-3p,3700,6.124093888,20191,6.430819806,0.027435223,0.018058166,1
hsa-miR-6747-5p,1264,5.875539276,22627,6.411682876,0.038995399,0.052461916,1
hsa-miR-6748-3p,1800,5.92069161,22091,6.421012412,0.036924615,0.021378126,1
hsa-miR-6748-5p,2186,5.917230515,21705,6.430258658,0.029159298,0.068281552,1
hsa-miR-6749-3p,3254,6.116542289,20637,6.425381668,0.023126631,0.098901065,1
hsa-miR-6749-5p,728,5.920272092,23163,6.397870397,0.038971304,0.234008192,1
hsa-miR-6750-3p,305,6.235581239,23586,6.385227584,0.052778739,0.371241647,1
hsa-miR-6750-5p,1650,5.981749713,22241,6.413108361,0.035816517,0.038859318,1
hsa-miR-6751-3p,1096,5.587671863,22795,6.42157235,0.050102829,0.010493639,1
hsa-miR-6751-5p,2862,5.991208679,21029,6.436682241,0.030047405,0.021159536,1
hsa-miR-6753-3p,755,6.39764091,23136,6.382849723,0.019057253,0.953306655,1
hsa-miR-675-3p,73,6.216206472,23818,6.383829331,0.066587144,0.903555636,1
hsa-miR-6754-3p,885,6.343521849,23006,6.384848007,0.026019299,0.611073357,1
hsa-miR-6754-5p,4061,5.976683171,19830,6.466592018,0.031099224,0.002947211,1
hsa-miR-6755-3p,68,6.307150195,23823,6.383534562,0.099809008,0.508998154,1
hsa-miR-6755-5p,149,5.970201688,23742,6.385909781,0.057665486,0.708405754,1
hsa-miR-675-5p,686,5.950123429,23205,6.396123482,0.042320225,0.183722814,1
hsa-miR-6756-3p,1955,5.805093978,21936,6.43485008,0.042870797,0.002725741,1
hsa-miR-6757-3p,567,6.334570035,23324,6.384502181,0.044459053,0.223903687,1
hsa-miR-6757-5p,2107,6.022940869,21784,6.418173599,0.031691552,0.042173986,1
hsa-miR-6758-3p,356,6.329110994,23535,6.384137097,0.035528725,0.76788022,1
hsa-miR-6758-5p,2750,5.996451768,21141,6.433640212,0.035205594,0.004800315,1
hsa-miR-6759-3p,216,7.427426422,23675,6.373791171,0.081903281,0.113182511,1
hsa-miR-6759-5p,1293,6.059660343,22598,6.40183597,0.038706414,0.051226457,1
hsa-miR-6760-3p,690,6.001560675,23201,6.394670627,0.032634026,0.473320539,1
hsa-miR-6761-3p,91,6.017830679,23800,6.3847146,0.067860375,0.798007218,1
hsa-miR-6761-5p,1324,6.183962761,22567,6.395013222,0.025293128,0.400412384,1
hsa-miR-6762-3p,1840,5.801059115,22051,6.431902467,0.039166147,0.01091997,1
hsa-miR-6762-5p,2731,5.938032679,21160,6.440787469,0.037157861,0.002513179,1
hsa-miR-6763-3p,635,6.07621814,23256,6.391702424,0.05023748,0.088303238,1
hsa-miR-6763-5p,3565,6.039538686,20326,6.443612844,0.024666243,0.049906416,1
hsa-miR-676-3p,175,5.381965273,23716,6.390706112,0.061720358,0.52236212,1
hsa-miR-6764-3p,629,6.731532264,23262,6.373901483,0.044546747,0.175836557,1
hsa-miR-6765-3p,2280,6.141741624,21611,6.408803812,0.023467987,0.206040573,1
hsa-miR-6765-5p,768,6.344516201,23123,6.384605875,0.051754251,0.037299151,1
hsa-miR-676-5p,267,6.533102473,23624,6.381624269,0.031509409,0.955759128,1
hsa-miR-6766-3p,88,5.570313628,23803,6.386322837,0.109100553,0.247594696,1
hsa-miR-6767-3p,457,6.154445869,23434,6.387780504,0.056831337,0.110516385,1
hsa-miR-6767-5p,340,5.391725871,23551,6.397632512,0.079227933,0.029762215,1
hsa-miR-6768-3p,867,5.956899534,23024,6.399374487,0.05286445,0.018743295,1
hsa-miR-6768-5p,2523,6.104754142,21368,6.416208133,0.027817089,0.060865459,1
hsa-miR-6769a-3p,1827,5.896719442,22064,6.423609666,0.039306934,0.010881597,1
hsa-miR-6769a-5p,1829,5.902032098,22062,6.423216996,0.033473611,0.045419767,1
hsa-miR-6769b-5p,2203,5.905850379,21688,6.431816751,0.032066677,0.03272365,1
hsa-miR-6770-3p,531,6.264724737,23360,6.386012896,0.030812969,0.707733538,1
hsa-miR-6770-5p,1078,5.93864187,22813,6.404329731,0.033675832,0.19350067,1
hsa-miR-6771-3p,831,5.927415045,23060,6.399746235,0.05360082,0.019925191,1
hsa-miR-6771-5p,1205,5.997121954,22686,6.403830474,0.030047925,0.252820864,1
hsa-miR-6772-3p,1392,6.205272632,22499,6.394332663,0.022810465,0.502662793,1
hsa-miR-6772-5p,500,6.176418012,23391,6.387739775,0.04995588,0.173622847,1
hsa-miR-6773-3p,622,6.276729509,23269,6.38616633,0.025398875,0.829341499,1
hsa-miR-6773-5p,2127,5.956657397,21764,6.425014694,0.032585114,0.03266086,1
hsa-miR-6774-3p,352,5.928553051,23539,6.390117652,0.052017397,0.305071753,1
hsa-miR-6774-5p,1735,6.006094305,22156,6.412856854,0.032424599,0.067870435,1
hsa-miR-6775-5p,1015,5.890657967,22876,6.405176265,0.044825476,0.040256024,1
hsa-miR-6776-3p,773,5.907580044,23118,6.399224444,0.045786021,0.086895896,1
hsa-miR-6776-5p,2763,5.961067043,21128,6.438536626,0.031175711,0.017308289,1
hsa-miR-6777-3p,1126,5.863166872,22765,6.40904477,0.034824695,0.148128734,1
hsa-miR-6777-5p,1403,5.61035735,22488,6.43154121,0.046936318,0.00594323,1
hsa-miR-6778-3p,2078,5.858408021,21813,6.433322249,0.039020271,0.006193122,1
hsa-miR-6778-5p,3056,5.959234912,20835,6.445519952,0.028827191,0.023842687,1
hsa-miR-6779-3p,1278,5.991581753,22613,6.405456534,0.035932701,0.087983778,1
hsa-miR-6779-5p,5140,6.132773564,18751,6.451995838,0.020494948,0.067479416,1
hsa-miR-6780a-3p,933,5.846465052,22958,6.405134515,0.041778234,0.087448965,1
hsa-miR-6780a-5p,5072,6.113275413,18819,6.456097411,0.018985611,0.112228731,1
hsa-miR-6780b-3p,401,5.733222973,23490,6.394414971,0.057897614,0.142202926,1
hsa-miR-6780b-5p,3766,6.020731731,20125,6.45116792,0.031627329,0.003505608,1
hsa-miR-6781-5p,1283,5.872878195,22608,6.412284473,0.03216293,0.162147621,1
hsa-miR-6782-3p,300,6.131434125,23591,6.386520277,0.032804742,0.90739233,1
hsa-miR-6782-5p,2782,6.033914775,21109,6.429365634,0.026224755,0.068025139,1
hsa-miR-6783-5p,1390,5.992498553,22501,6.407459984,0.034422611,0.089872916,1
hsa-miR-6784-3p,1658,6.023277442,22233,6.410166693,0.032824798,0.071946795,1
hsa-miR-6784-5p,1113,5.994485178,22778,6.402316625,0.034107997,0.169238341,1
hsa-miR-6785-3p,135,6.386270283,23756,6.38330037,0.077294157,0.398926413,1
hsa-miR-6785-5p,4734,5.955603106,19157,6.489012109,0.033393632,0.000421007,1
hsa-miR-6786-3p,325,5.565632904,23566,6.39459388,0.069275553,0.092187341,1
hsa-miR-6786-5p,933,5.789025645,22958,6.407468819,0.056571126,0.006438965,1
hsa-miR-6787-3p,2002,5.987671015,21889,6.419503527,0.035718519,0.018552676,1
hsa-miR-6787-5p,2001,5.72164103,21890,6.443802027,0.046148579,0.000811985,1
hsa-miR-6788-3p,219,7.442401761,23672,6.373519098,0.092225599,0.04987904,1
hsa-miR-6788-5p,1820,5.954450944,22071,6.418681952,0.029637917,0.104265243,1
hsa-miR-6789-3p,688,6.067854781,23203,6.392671034,0.040181252,0.230842456,1
hsa-miR-6789-5p,1213,6.278779711,22678,6.388908647,0.025928176,0.421207936,1
hsa-miR-6790-3p,515,5.682921045,23376,6.398747679,0.03731983,0.484125035,1
hsa-miR-6790-5p,999,5.994494934,22892,6.400285237,0.035679835,0.174694348,1
hsa-miR-6791-3p,2457,6.071441719,21434,6.419067732,0.026265217,0.095530541,1
hsa-miR-6792-3p,1421,6.143917597,22470,6.39845675,0.032321804,0.12251475,1
hsa-miR-6792-5p,722,6.231584338,23169,6.3880455,0.020253565,0.936240516,1
hsa-miR-6793-3p,1720,5.96237469,22171,6.415973371,0.027043498,0.193498974,1
hsa-miR-6793-5p,910,5.909042763,22981,6.402097436,0.038964295,0.140141406,1
hsa-miR-6794-3p,636,5.778299601,23255,6.399863751,0.043300825,0.196074686,1
hsa-miR-6794-5p,2319,5.982892337,21572,6.426363005,0.03337438,0.018846252,1
hsa-miR-6795-3p,440,5.93063926,23451,6.391810533,0.032422731,0.75426877,1
hsa-miR-6795-5p,1991,6.179525678,21900,6.401844496,0.027369487,0.129844807,1
hsa-miR-6796-3p,425,6.171422565,23466,6.387154841,0.03365109,0.73187052,1
hsa-miR-6796-5p,2675,5.958709138,21216,6.436853466,0.032706228,0.012413622,1
hsa-miR-6797-3p,140,5.855433998,23751,6.386428753,0.054450339,0.803720343,1
hsa-miR-6798-3p,556,5.906001664,23335,6.394690086,0.037839075,0.418361675,1
hsa-miR-6798-5p,2385,5.888873444,21506,6.438150605,0.043088692,0.000689938,1
hsa-miR-6799-5p,2757,6.065370333,21134,6.424794363,0.020518502,0.256015699,1
hsa-miR-6800-3p,935,5.786852583,22956,6.407611209,0.040221749,0.109275324,1
hsa-miR-6800-5p,521,6.088609516,23370,6.389887228,0.024781595,0.913014055,1
hsa-miR-6801-5p,1186,6.078845296,22705,6.399221298,0.025638394,0.449137896,1
hsa-miR-6802-3p,1197,5.839480115,22694,6.412001956,0.042868842,0.030623981,1
hsa-miR-6802-5p,622,6.602732055,23269,6.377452007,0.024645696,0.85541413,1
hsa-miR-6803-3p,461,5.666712244,23430,6.397416805,0.049456405,0.218754554,1
hsa-miR-6803-5p,2763,5.925927497,21128,6.443131977,0.032684156,0.010809589,1
hsa-miR-6804-3p,905,6.024576696,22986,6.397441407,0.036373185,0.199531182,1
hsa-miR-6804-5p,1703,5.898844215,22188,6.420502,0.041402324,0.008834572,1
hsa-miR-6805-3p,1272,6.141832793,22619,6.396897244,0.019896308,0.727060301,1
hsa-miR-6806-3p,458,5.998531809,23433,6.390837815,0.038777658,0.508980644,1
hsa-miR-6806-5p,843,6.005720632,23048,6.397128063,0.028199131,0.537369709,1
hsa-miR-6807-3p,715,5.886207574,23176,6.39865342,0.029194477,0.595505878,1
hsa-miR-6807-5p,2473,6.375480093,21418,6.384222047,0.020433059,0.312880733,1
hsa-miR-6808-3p,621,6.026276216,23270,6.392845404,0.026610531,0.785079116,1
hsa-miR-6808-5p,5383,6.105440847,18508,6.464136698,0.023490984,0.020055972,1
hsa-miR-6809-3p,493,6.505925125,23398,6.38073378,0.033740683,0.641667288,1
hsa-miR-6810-5p,2213,5.881765163,21678,6.434518119,0.035752469,0.011792499,1
hsa-miR-6811-3p,1262,6.091836991,22629,6.399572752,0.037010487,0.075653218,1
hsa-miR-6811-5p,1008,5.815443614,22883,6.408332077,0.041331932,0.073859828,1
hsa-miR-6812-3p,98,6.011526147,23793,6.384848507,0.066129894,0.786870818,1
hsa-miR-6813-3p,595,6.645364978,23296,6.376624224,0.037973194,0.372816406,1
hsa-miR-6814-3p,75,5.789950267,23816,6.38518575,0.100961259,0.4311037,1
hsa-miR-6814-5p,2365,6.038280883,21526,6.421225299,0.032181742,0.024218945,1
hsa-miR-6815-3p,608,5.909037069,23283,6.395702252,0.032341264,0.565024197,1
hsa-miR-6815-5p,2157,5.834468469,21734,6.437787871,0.036975047,0.009351081,1
hsa-miR-6816-3p,236,6.284028483,23655,6.38430773,0.047779342,0.660269422,1
hsa-miR-6816-5p,1640,5.827685075,22251,6.424269766,0.042618063,0.007786499,1
hsa-miR-6817-3p,1038,5.484382392,22853,6.424147427,0.057193218,0.003019865,1
hsa-miR-6817-5p,1372,6.127717567,22519,6.398889897,0.019224356,0.725613695,1
hsa-miR-6818-3p,498,5.847145534,23393,6.394731399,0.061143733,0.05219048,1
hsa-miR-6818-5p,402,6.040720926,23489,6.389180479,0.033383468,0.770525441,1
hsa-miR-6819-3p,844,6.282579533,23047,6.387006246,0.028539609,0.520986944,1
hsa-miR-6820-3p,325,6.211676987,23566,6.385684251,0.062885905,0.158358111,1
hsa-miR-6821-3p,543,5.671019854,23348,6.399882915,0.047123024,0.189296219,1
hsa-miR-6821-5p,515,5.584102194,23376,6.400924771,0.067473652,0.020342454,1
hsa-miR-6822-3p,478,5.888639116,23413,6.393416503,0.063337484,0.046641764,1
hsa-miR-6822-5p,1126,5.99774197,22765,6.402388431,0.035454733,0.134715711,1
hsa-miR-6823-3p,836,6.006921222,23055,6.396965688,0.040536101,0.141076035,1
hsa-miR-6823-5p,1439,5.948171305,22452,6.411206644,0.034829952,0.075171044,1
hsa-miR-6824-3p,673,6.598167687,23218,6.377089466,0.032377656,0.499276433,1
hsa-miR-6824-5p,1383,5.960740237,22508,6.409282314,0.046139391,0.007794259,1
hsa-miR-6825-3p,219,5.776688576,23672,6.388929338,0.047490552,0.711955175,1
hsa-miR-6826-3p,2379,6.029113422,21512,6.422488344,0.034407026,0.012541796,1
hsa-miR-6826-5p,352,5.845539705,23539,6.391359026,0.042244447,0.565899802,1
