transcript,chr,start,end,strand,gene,exonnum
NONHSAT236707.1,chr16,67538137,67563846,-,NONHSAG072221.2,2
NONHSAT236709.1,chr16,67539456,67542542,-,NONHSAG072221.2,1
NONHSAT236710.1,chr16,67677541,67678102,-,NONHSAG108465.1,1
NONHSAT236713.1,chr16,67892351,67893068,-,NONHSAG108467.1,1
NONHSAT236715.1,chr16,68262443,68264455,-,NONHSAG019788.3,1
NONHSAT236720.1,chr16,69184770,69187013,-,NONHSAG108468.1,2
NONHSAT236723.1,chr16,69761950,69762287,-,NONHSAG108471.1,1
NONHSAT236724.1,chr16,69989637,69989955,-,NONHSAG108472.1,1
NONHSAT236725.1,chr16,70209299,70209521,-,NONHSAG108473.1,1
NONHSAT236726.1,chr16,70213935,70214265,-,NONHSAG108474.1,1
NONHSAT236727.1,chr16,70329344,70346761,-,NONHSAG019860.3,3
NONHSAT236728.1,chr16,70329344,70346761,-,NONHSAG019860.3,4
NONHSAT236729.1,chr16,70339573,70346761,-,NONHSAG019860.3,2
NONHSAT236730.1,chr16,71286246,71286523,-,NONHSAG108475.1,1
NONHSAT236731.1,chr16,71287976,71288398,-,NONHSAG108476.1,1
NONHSAT236734.1,chr16,71841963,71845918,-,NONHSAG108478.1,2
NONHSAT236735.1,chr16,72015032,72024681,-,NONHSAG108479.1,1
NONHSAT236736.1,chr16,72027684,72028104,-,NONHSAG019911.3,1
NONHSAT236743.1,chr16,72200404,72308173,-,NONHSAG072707.2,7
NONHSAT236744.1,chr16,72242043,72243106,-,NONHSAG072707.2,1
NONHSAT236745.1,chr16,72248958,72291843,-,NONHSAG072707.2,5
NONHSAT236748.1,chr16,72268302,72664970,-,NONHSAG072707.2,16
NONHSAT236751.1,chr16,72274951,72291548,-,NONHSAG072707.2,6
NONHSAT236752.1,chr16,72283898,72291548,-,NONHSAG072707.2,6
NONHSAT236753.1,chr16,72348416,72665021,-,NONHSAG072707.2,9
NONHSAT236754.1,chr16,72348831,72391334,-,NONHSAG072707.2,3
NONHSAT236755.1,chr16,72350726,72664970,-,NONHSAG072707.2,9
NONHSAT236756.1,chr16,72368670,72665021,-,NONHSAG072707.2,9
NONHSAT236757.1,chr16,72368690,72665013,-,NONHSAG072707.2,8
NONHSAT236758.1,chr16,72410463,72412553,-,NONHSAG108481.1,1
NONHSAT236759.1,chr16,72416380,72421707,-,NONHSAG108482.1,2
NONHSAT236760.1,chr16,72427325,72665013,-,NONHSAG072707.2,6
NONHSAT236778.1,chr16,74295040,74296727,-,NONHSAG019962.3,1
NONHSAT236779.1,chr16,74312978,74319720,-,NONHSAG019968.3,2
NONHSAT236781.1,chr16,74320387,74327415,-,NONHSAG108492.1,2
NONHSAT236783.1,chr16,74364142,74364367,-,NONHSAG108494.1,1
NONHSAT236784.1,chr16,74663882,74664278,-,NONHSAG108495.1,1
NONHSAT236785.1,chr16,74911270,74911537,-,NONHSAG108496.1,1
NONHSAT236786.1,chr16,75109251,75111074,-,NONHSAG019992.3,2
NONHSAT236788.1,chr16,75459196,75460619,-,NONHSAG020004.3,1
NONHSAT236789.1,chr16,75472044,75476479,-,NONHSAG020007.3,1
NONHSAT236790.1,chr16,75502774,75516782,-,NONHSAG020008.3,4
NONHSAT236792.1,chr16,75601920,75602795,-,NONHSAG108499.1,1
NONHSAT236794.1,chr16,77190023,77190820,-,NONHSAG108501.1,1
NONHSAT236796.1,chr16,77211815,77213026,-,NONHSAG108502.1,1
NONHSAT236801.1,chr16,79714722,79770563,-,NONHSAG072286.2,7
NONHSAT236804.1,chr16,79768799,79770329,-,NONHSAG072286.2,1
NONHSAT236810.1,chr16,80966484,80969718,-,NONHSAG108505.1,1
NONHSAT236813.1,chr16,81058500,81059118,-,NONHSAG108507.1,1
NONHSAT236815.1,chr16,81292454,81314778,-,NONHSAG020097.3,1
NONHSAT236830.1,chr16,84109497,84110843,-,NONHSAG108513.1,2
NONHSAT236831.1,chr16,84120766,84121708,-,NONHSAG108514.1,1
NONHSAT236833.1,chr16,84727485,84730569,-,NONHSAG108516.1,4
NONHSAT236845.1,chr16,85555123,85555357,-,NONHSAG108520.1,1
NONHSAT236851.1,chr16,85658633,85661476,-,NONHSAG108522.1,2
NONHSAT236852.1,chr16,85697593,85698656,-,NONHSAG072323.2,1
NONHSAT236864.1,chr16,86524053,86524679,-,NONHSAG108527.1,1
NONHSAT236866.1,chr16,86544921,86545477,-,NONHSAG108529.1,1
NONHSAT236872.1,chr16,86923145,86933290,-,NONHSAG020232.3,4
NONHSAT236876.1,chr16,87361310,87362210,-,NONHSAG108534.1,1
NONHSAT236879.1,chr16,87704235,87704717,-,NONHSAG020256.3,1
NONHSAT236883.1,chr16,88228868,88233707,-,NONHSAG072356.2,2
NONHSAT236887.1,chr16,88553542,88570176,-,NONHSAG108538.1,2
NONHSAT236888.1,chr16,88553718,88555793,-,NONHSAG108538.1,2
NONHSAT236889.1,chr16,88553718,88561357,-,NONHSAG108538.1,2
NONHSAT236890.1,chr16,88553718,88567844,-,NONHSAG108538.1,4
NONHSAT236891.1,chr16,88559558,88570176,-,NONHSAG108538.1,5
NONHSAT236893.1,chr16,88562253,88566558,-,NONHSAG108539.1,2
NONHSAT236894.1,chr16,88705246,88705739,-,NONHSAG108540.1,1
NONHSAT236903.1,chr16,89045052,89052954,-,NONHSAG072365.2,1
NONHSAT236905.1,chr16,89051290,89052954,-,NONHSAG072365.2,1
NONHSAT236908.1,chr16,89360683,89361675,-,NONHSAG108545.1,2
NONHSAT236909.1,chr16,89490799,89508294,-,NONHSAG020346.3,2
NONHSAT236911.1,chr16,89491339,89508294,-,NONHSAG020346.3,3
NONHSAT236912.1,chr16,89491339,89508294,-,NONHSAG020346.3,5
NONHSAT236913.1,chr16,89491339,89508294,-,NONHSAG020346.3,3
NONHSAT236914.1,chr16,89491589,89508320,-,NONHSAG020346.3,4
NONHSAT236915.1,chr16,89492417,89506413,-,NONHSAG020346.3,3
NONHSAT236916.1,chr16,89504668,89508320,-,NONHSAG020346.3,1
NONHSAT236917.1,chr16,89506864,89508294,-,NONHSAG020346.3,1
NONHSAT236918.1,chr16,89558858,89560543,-,NONHSAG108546.1,1
NONHSAT236919.1,chr16,89837151,89838140,-,NONHSAG108547.1,2
NONHSAT236921.1,chr16,89871825,89872325,-,NONHSAG108549.1,1
NONHSAT236922.1,chr16,89872523,89873488,-,NONHSAG108550.1,1
NONHSAT236923.1,chr16,89873553,89873858,-,NONHSAG108551.1,1
NONHSAT236924.1,chr16,89898303,89922711,-,NONHSAG020374.3,5
NONHSAT236925.1,chr16,89898566,89923173,-,NONHSAG020374.3,5
NONHSAT236929.1,chr16,11719813,11720055,.,NONHSAG108552.1,1
NONHSAT236936.1,chr17,1456458,1466105,+,NONHSAG072877.2,1
NONHSAT236938.1,chr17,1684459,1684712,+,NONHSAG108557.1,1
NONHSAT236939.1,chr17,1685060,1685384,+,NONHSAG072882.2,1
NONHSAT236940.1,chr17,1897354,1898047,+,NONHSAG020479.3,1
NONHSAT236941.1,chr17,2050614,2052445,+,NONHSAG108558.1,1
NONHSAT236942.1,chr17,2051424,2052338,+,NONHSAG108558.1,1
NONHSAT236943.1,chr17,2304775,2309875,+,NONHSAG108559.1,2
NONHSAT236944.1,chr17,2373807,2374144,+,NONHSAG108560.1,1
NONHSAT236945.1,chr17,2374587,2374814,+,NONHSAG108561.1,1
NONHSAT236946.1,chr17,2387389,2389997,+,NONHSAG108562.1,2
NONHSAT236948.1,chr17,2402272,2408053,+,NONHSAG108563.1,1
NONHSAT236950.1,chr17,2402272,2414582,+,NONHSAG108563.1,2
NONHSAT236951.1,chr17,2512021,2569442,+,NONHSAG020512.3,2
NONHSAT236954.1,chr17,3031152,3032102,+,NONHSAG108565.1,2
NONHSAT236958.1,chr17,4264004,4268425,+,NONHSAG072899.2,2
NONHSAT236960.1,chr17,4555503,4556542,+,NONHSAG108569.1,1
NONHSAT236964.1,chr17,4704206,4707075,+,NONHSAG020585.3,1
NONHSAT236965.1,chr17,4968251,4970172,+,NONHSAG020608.3,1
NONHSAT236966.1,chr17,4980530,4982959,+,NONHSAG020613.3,1
NONHSAT236970.1,chr17,4987196,4993593,+,NONHSAG020613.3,4
NONHSAT236971.1,chr17,4987741,4990652,+,NONHSAG020613.3,3
NONHSAT236972.1,chr17,4987744,4990694,+,NONHSAG020613.3,1
NONHSAT236973.1,chr17,4987744,4992216,+,NONHSAG020613.3,3
NONHSAT236974.1,chr17,4991212,4992219,+,NONHSAG020613.3,1
NONHSAT236975.1,chr17,5029326,5032714,+,NONHSAG020618.3,3
NONHSAT236976.1,chr17,5111952,5113890,+,NONHSAG020621.3,3
NONHSAT236977.1,chr17,5111952,5114448,+,NONHSAG020621.3,4
NONHSAT236978.1,chr17,5111952,5114480,+,NONHSAG020621.3,3
NONHSAT236979.1,chr17,5111952,5114529,+,NONHSAG020621.3,2
NONHSAT236980.1,chr17,5192007,5234789,+,NONHSAG020625.3,6
NONHSAT236981.1,chr17,5192073,5227104,+,NONHSAG020625.3,6
NONHSAT236982.1,chr17,5192073,5230157,+,NONHSAG020625.3,6
NONHSAT236984.1,chr17,5192073,5236002,+,NONHSAG020625.3,6
NONHSAT236985.1,chr17,5192073,5251850,+,NONHSAG020625.3,5
NONHSAT236997.1,chr17,6950083,6951269,+,NONHSAG108575.1,1
NONHSAT236998.1,chr17,6954000,6954380,+,NONHSAG020669.3,1
NONHSAT236999.1,chr17,7406396,7406615,+,NONHSAG108576.1,1
NONHSAT237001.1,chr17,7844398,7844900,+,NONHSAG108578.1,1
NONHSAT237007.1,chr17,8295538,8295799,+,NONHSAG072937.2,1
NONHSAT237008.1,chr17,8383729,8385328,+,NONHSAG108581.1,2
NONHSAT237009.1,chr17,8471319,8472421,+,NONHSAG108582.1,1
NONHSAT237019.1,chr17,9805443,9811047,+,NONHSAG108585.1,3
NONHSAT237025.1,chr17,10729777,10735873,+,NONHSAG020833.3,2
NONHSAT237028.1,chr17,10729777,10769114,+,NONHSAG020833.3,4
NONHSAT237043.1,chr17,14229051,14230011,+,NONHSAG108590.1,1
NONHSAT237044.1,chr17,14232853,14233575,+,NONHSAG108591.1,1
NONHSAT237045.1,chr17,14235574,14236456,+,NONHSAG108592.1,1
NONHSAT237046.1,chr17,14374111,14430653,+,NONHSAG020888.3,6
NONHSAT237049.1,chr17,16326416,16327264,+,NONHSAG020949.3,1
NONHSAT237050.1,chr17,16342600,16350171,+,NONHSAG020949.3,3
NONHSAT237051.1,chr17,16387051,16393265,+,NONHSAG020952.3,2
NONHSAT237053.1,chr17,16535882,16540443,+,NONHSAG020962.3,2
NONHSAT237054.1,chr17,16535882,16543875,+,NONHSAG020962.3,3
NONHSAT237057.1,chr17,16535882,16544073,+,NONHSAG020962.3,4
NONHSAT237059.1,chr17,17494908,17502624,+,NONHSAG108594.1,1
NONHSAT237060.1,chr17,17505592,17524035,+,NONHSAG021013.3,2
NONHSAT237063.1,chr17,17591451,17598801,+,NONHSAG074052.2,1
NONHSAT237065.1,chr17,17752476,17754868,+,NONHSAG108595.1,2
NONHSAT237067.1,chr17,18267755,18268629,+,NONHSAG021045.3,2
NONHSAT237069.1,chr17,18809186,18811063,+,NONHSAG108597.1,1
NONHSAT237070.1,chr17,19093192,19096361,+,NONHSAG073010.2,3
NONHSAT237071.1,chr17,19219378,19222527,+,NONHSAG021098.3,3
NONHSAT237072.1,chr17,19653574,19653980,+,NONHSAG108598.1,1
NONHSAT237074.1,chr17,19867944,19868692,+,NONHSAG108600.1,1
NONHSAT237075.1,chr17,20426899,20431113,+,NONHSAG108601.1,4
NONHSAT237082.1,chr17,20891518,20931522,+,NONHSAG073025.2,3
NONHSAT237102.1,chr17,21214344,21224662,+,NONHSAG021192.3,1
NONHSAT237104.1,chr17,21214344,21236607,+,NONHSAG021192.3,2
NONHSAT237105.1,chr17,21214344,21246589,+,NONHSAG021192.3,2
NONHSAT237110.1,chr17,28041715,28065785,+,NONHSAG108606.1,4
NONHSAT237111.1,chr17,28405843,28406055,+,NONHSAG021300.3,1
NONHSAT237112.1,chr17,28405843,28406983,+,NONHSAG021300.3,2
NONHSAT237113.1,chr17,28405843,28407122,+,NONHSAG021300.3,2
NONHSAT237115.1,chr17,28668494,28669050,+,NONHSAG108607.1,1
NONHSAT237116.1,chr17,28671499,28671746,+,NONHSAG108608.1,1
NONHSAT237117.1,chr17,28735748,28736601,+,NONHSAG108609.1,1
NONHSAT237118.1,chr17,28842865,28843909,+,NONHSAG108610.1,2
NONHSAT237122.1,chr17,29294301,29295801,+,NONHSAG108612.1,1
NONHSAT237123.1,chr17,29568713,29569962,+,NONHSAG108613.1,3
NONHSAT237124.1,chr17,29568713,29571853,+,NONHSAG108613.1,5
NONHSAT237125.1,chr17,30292293,30292900,+,NONHSAG108614.1,1
NONHSAT237128.1,chr17,30576465,30672946,+,NONHSAG021404.3,9
NONHSAT237129.1,chr17,30576465,30687564,+,NONHSAG021404.3,10
NONHSAT237130.1,chr17,30600414,30644920,+,NONHSAG021404.3,9
NONHSAT237132.1,chr17,30600420,30637555,+,NONHSAG021404.3,7
NONHSAT237133.1,chr17,30600427,30637555,+,NONHSAG021404.3,6
NONHSAT237134.1,chr17,30709461,30776402,+,NONHSAG021408.3,9
NONHSAT237135.1,chr17,30709461,30776402,+,NONHSAG021408.3,8
NONHSAT237136.1,chr17,30726151,30730990,+,NONHSAG021411.3,2
NONHSAT237138.1,chr17,30964878,30965439,+,NONHSAG108617.1,1
NONHSAT237139.1,chr17,31008191,31032557,+,NONHSAG021404.3,4
NONHSAT237140.1,chr17,31023614,31034231,+,NONHSAG021404.3,4
NONHSAT237141.1,chr17,31346550,31346802,+,NONHSAG108618.1,1
NONHSAT237143.1,chr17,31550062,31550382,+,NONHSAG108620.1,1
NONHSAT237144.1,chr17,32007932,32018946,+,NONHSAG108621.1,2
NONHSAT237146.1,chr17,32384263,32385297,+,NONHSAG108622.1,1
NONHSAT237148.1,chr17,32402872,32409080,+,NONHSAG021479.3,1
NONHSAT237149.1,chr17,32410159,32410746,+,NONHSAG021479.3,1
NONHSAT237151.1,chr17,32876757,32880476,+,NONHSAG021494.3,1
NONHSAT237159.1,chr17,35568100,35570884,+,NONHSAG021557.3,1
NONHSAT237160.1,chr17,35568109,35574843,+,NONHSAG021557.3,3
NONHSAT237168.1,chr17,37642938,37689790,+,NONHSAG021638.3,5
NONHSAT237171.1,chr17,38701144,38702283,+,NONHSAG108628.1,1
NONHSAT237172.1,chr17,38708924,38709149,+,NONHSAG108629.1,1
NONHSAT237173.1,chr17,38925614,38929438,+,NONHSAG021679.3,1
NONHSAT237175.1,chr17,39401782,39403196,+,NONHSAG021698.3,1
NONHSAT237176.1,chr17,39401782,39410725,+,NONHSAG021698.3,1
NONHSAT237177.1,chr17,39402038,39406696,+,NONHSAG021698.3,2
NONHSAT237179.1,chr17,39544186,39547823,+,NONHSAG021701.3,3
NONHSAT237180.1,chr17,39550337,39559756,+,NONHSAG021701.3,4
NONHSAT237182.1,chr17,39566915,39567559,+,NONHSAG021701.3,1
NONHSAT237183.1,chr17,39569745,39571011,+,NONHSAG108630.1,1
NONHSAT237185.1,chr17,39601495,39603223,+,NONHSAG108632.1,1
NONHSAT237186.1,chr17,40120731,40121855,+,NONHSAG108633.1,1
NONHSAT237187.1,chr17,40362856,40365364,+,NONHSAG021744.3,1
NONHSAT237189.1,chr17,40458728,40459488,+,NONHSAG108634.1,1
NONHSAT237190.1,chr17,40461960,40463963,+,NONHSAG108635.1,1
NONHSAT237191.1,chr17,40462636,40463533,+,NONHSAG108635.1,1
NONHSAT237192.1,chr17,40464072,40465205,+,NONHSAG108636.1,1
NONHSAT237193.1,chr17,40499700,40501690,+,NONHSAG108637.1,1
NONHSAT237195.1,chr17,40553858,40554804,+,NONHSAG108638.1,1
NONHSAT237196.1,chr17,40648037,40653938,+,NONHSAG021755.3,1
NONHSAT237203.1,chr17,40850799,40921559,+,NONHSAG021764.3,3
NONHSAT237204.1,chr17,40850802,40851385,+,NONHSAG021764.3,1
NONHSAT237206.1,chr17,40915984,40922768,+,NONHSAG021764.3,1
NONHSAT237210.1,chr17,41046943,41060945,+,NONHSAG108640.1,2
NONHSAT237223.1,chr17,42423399,42435138,+,NONHSAG108648.1,1
NONHSAT237224.1,chr17,42423399,42442011,+,NONHSAG108648.1,4
NONHSAT237226.1,chr17,42532195,42532478,+,NONHSAG108649.1,1
NONHSAT237227.1,chr17,42533164,42534222,+,NONHSAG108650.1,1
NONHSAT237228.1,chr17,42534185,42535825,+,NONHSAG108650.1,2
NONHSAT237229.1,chr17,42964515,42966943,+,NONHSAG108651.1,1
NONHSAT237230.1,chr17,43144218,43145383,+,NONHSAG021874.3,1
NONHSAT237231.1,chr17,43315926,43316222,+,NONHSAG073148.2,1
NONHSAT237233.1,chr17,43388426,43390537,+,NONHSAG108652.1,1
NONHSAT237234.1,chr17,43388511,43389301,+,NONHSAG108652.1,1
NONHSAT237240.1,chr17,44123714,44124400,+,NONHSAG108655.1,1
NONHSAT237241.1,chr17,44198545,44201009,+,NONHSAG021914.3,2
NONHSAT237244.1,chr17,44220135,44225724,+,NONHSAG021914.3,1
NONHSAT237246.1,chr17,44325014,44327537,+,NONHSAG021926.3,2
NONHSAT237247.1,chr17,44503717,44506606,+,NONHSAG108656.1,1
NONHSAT237250.1,chr17,44708470,44709450,+,NONHSAG108659.1,2
NONHSAT237251.1,chr17,45247934,45269834,+,NONHSAG021978.3,5
NONHSAT237253.1,chr17,45247934,45269834,+,NONHSAG021978.3,4
NONHSAT237254.1,chr17,45247934,45269834,+,NONHSAG021978.3,4
NONHSAT237255.1,chr17,45247934,45270618,+,NONHSAG021978.3,6
NONHSAT237256.1,chr17,45247963,45249554,+,NONHSAG021978.3,1
NONHSAT237260.1,chr17,46565883,46567378,+,NONHSAG108662.1,1
NONHSAT237261.1,chr17,46950683,46951129,+,NONHSAG108663.1,1
NONHSAT237262.1,chr17,46956486,46970543,+,NONHSAG108664.1,3
NONHSAT237263.1,chr17,47070518,47076540,+,NONHSAG108665.1,3
NONHSAT237270.1,chr17,48065766,48069598,+,NONHSAG108670.1,1
NONHSAT237271.1,chr17,48929164,48930352,+,NONHSAG108671.1,1
NONHSAT237273.1,chr17,49361161,49381573,+,NONHSAG022125.3,5
NONHSAT237274.1,chr17,49361181,49374475,+,NONHSAG022125.3,4
NONHSAT237280.1,chr17,49362382,49381824,+,NONHSAG022125.3,5
NONHSAT237281.1,chr17,49362382,49384776,+,NONHSAG022125.3,7
NONHSAT237283.1,chr17,49362382,49384776,+,NONHSAG022125.3,8
NONHSAT237284.1,chr17,49362420,49363998,+,NONHSAG022125.3,1
NONHSAT237286.1,chr17,49536863,49537093,+,NONHSAG108673.1,1
NONHSAT237287.1,chr17,49708369,49709242,+,NONHSAG022142.3,1
NONHSAT237289.1,chr17,49842595,49845917,+,NONHSAG022147.3,3
NONHSAT237290.1,chr17,49845910,49848837,+,NONHSAG022147.3,3
NONHSAT237292.1,chr17,50055249,50055890,+,NONHSAG108675.1,1
NONHSAT237293.1,chr17,50135353,50160441,+,NONHSAG022161.3,5
NONHSAT237294.1,chr17,50135353,50160441,+,NONHSAG022161.3,5
NONHSAT237297.1,chr17,50151274,50155226,+,NONHSAG108676.1,1
NONHSAT237304.1,chr17,50208956,50216084,+,NONHSAG022172.3,4
NONHSAT237305.1,chr17,50471692,50471924,+,NONHSAG108680.1,1
NONHSAT237307.1,chr17,50866536,50869628,+,NONHSAG022210.3,2
NONHSAT237310.1,chr17,51121211,51122909,+,NONHSAG073224.2,1
NONHSAT237311.1,chr17,51292591,51292912,+,NONHSAG108682.1,1
NONHSAT237318.1,chr17,56960752,56961324,+,NONHSAG108688.1,1
NONHSAT237320.1,chr17,57255862,57256108,+,NONHSAG108690.1,1
NONHSAT237321.1,chr17,57549333,57563102,+,NONHSAG108691.1,4
NONHSAT237324.1,chr17,57850274,57851582,+,NONHSAG073262.2,1
NONHSAT237325.1,chr17,57874894,57890486,+,NONHSAG108692.1,2
NONHSAT237326.1,chr17,57955498,57956137,+,NONHSAG073264.2,1
NONHSAT237336.1,chr17,58337234,58356903,+,NONHSAG022327.3,1
NONHSAT237338.1,chr17,58352294,58352576,+,NONHSAG022327.3,1
NONHSAT237339.1,chr17,58517907,58518995,+,NONHSAG022335.3,1
NONHSAT237342.1,chr17,58518345,58558878,+,NONHSAG022335.3,6
NONHSAT237345.1,chr17,58518783,58520162,+,NONHSAG022335.3,1
NONHSAT237347.1,chr17,58525467,58527538,+,NONHSAG022335.3,1
NONHSAT237348.1,chr17,58525467,58542835,+,NONHSAG022335.3,3
NONHSAT237350.1,chr17,59106986,59107587,+,NONHSAG022347.3,1
NONHSAT237352.1,chr17,59108290,59109345,+,NONHSAG108693.1,1
NONHSAT237354.1,chr17,59113701,59114517,+,NONHSAG108695.1,1
NONHSAT237357.1,chr17,59612851,59615782,+,NONHSAG108698.1,1
NONHSAT237358.1,chr17,59615878,59616841,+,NONHSAG108699.1,1
NONHSAT237359.1,chr17,59844383,59848097,+,NONHSAG108700.1,1
NONHSAT237360.1,chr17,59846228,59846863,+,NONHSAG108700.1,1
NONHSAT237361.1,chr17,59847629,59848114,+,NONHSAG108700.1,1
NONHSAT237363.1,chr17,59965088,59973793,+,NONHSAG022372.3,2
NONHSAT237365.1,chr17,60078711,60099975,+,NONHSAG022375.3,1
NONHSAT237366.1,chr17,60078974,60081696,+,NONHSAG022375.3,1
NONHSAT237367.1,chr17,60078974,60084067,+,NONHSAG022375.3,2
NONHSAT237373.1,chr17,60526310,60527411,+,NONHSAG022389.3,1
NONHSAT237374.1,chr17,60526310,60536893,+,NONHSAG022389.3,1
NONHSAT237375.1,chr17,60526310,60536893,+,NONHSAG022389.3,2
NONHSAT237376.1,chr17,60526310,60550738,+,NONHSAG022389.3,2
NONHSAT237377.1,chr17,61217902,61218374,+,NONHSAG108705.1,1
NONHSAT237378.1,chr17,61227167,61228805,+,NONHSAG108706.1,2
NONHSAT237379.1,chr17,61235527,61236364,+,NONHSAG108707.1,1
NONHSAT237380.1,chr17,61262941,61263672,+,NONHSAG108708.1,1
NONHSAT237382.1,chr17,61296982,61297369,+,NONHSAG108710.1,1
NONHSAT237383.1,chr17,61411751,61413280,+,NONHSAG108711.1,1
NONHSAT237384.1,chr17,61443868,61445578,+,NONHSAG108712.1,1
NONHSAT237387.1,chr17,62617711,62618332,+,NONHSAG074336.2,1
NONHSAT237388.1,chr17,62617711,62623383,+,NONHSAG074336.2,6
NONHSAT237389.1,chr17,62619577,62620187,+,NONHSAG108715.1,1
NONHSAT237390.1,chr17,62624598,62626418,+,NONHSAG108716.1,1
NONHSAT237391.1,chr17,62704401,62726105,+,NONHSAG022434.3,2
NONHSAT237392.1,chr17,62808506,62847757,+,NONHSAG022437.3,1
NONHSAT237396.1,chr17,63446401,63448465,+,NONHSAG108717.1,3
NONHSAT237398.1,chr17,63613412,63615017,+,NONHSAG108719.1,1
NONHSAT237400.1,chr17,63700293,63700621,+,NONHSAG073295.2,1
NONHSAT237401.1,chr17,63700820,63704538,+,NONHSAG073295.2,1
NONHSAT237402.1,chr17,63702078,63702790,+,NONHSAG073295.2,1
NONHSAT237404.1,chr17,63741945,63742985,+,NONHSAG108720.1,1
NONHSAT237405.1,chr17,63798833,63799076,+,NONHSAG108721.1,1
NONHSAT237407.1,chr17,64130354,64131883,+,NONHSAG108723.1,1
NONHSAT237409.1,chr17,64145956,64149803,+,NONHSAG022495.3,1
NONHSAT237410.1,chr17,64145970,64146471,+,NONHSAG022495.3,1
NONHSAT237411.1,chr17,64145970,64153168,+,NONHSAG022495.3,2
NONHSAT237414.1,chr17,64511580,64512100,+,NONHSAG108726.1,1
NONHSAT237415.1,chr17,64514980,64516618,+,NONHSAG108727.1,1
NONHSAT237416.1,chr17,64519740,64520449,+,NONHSAG108728.1,1
NONHSAT237422.1,chr17,65057020,65059288,+,NONHSAG022526.3,1
NONHSAT237428.1,chr17,67244831,67273883,+,NONHSAG022559.3,5
NONHSAT237432.1,chr17,67993827,67996473,+,NONHSAG108731.1,1
NONHSAT237433.1,chr17,68126666,68129586,+,NONHSAG022583.3,1
NONHSAT237434.1,chr17,68131462,68131907,+,NONHSAG022583.3,1
NONHSAT237435.1,chr17,68151944,68153135,+,NONHSAG022583.3,2
NONHSAT237436.1,chr17,68154045,68154615,+,NONHSAG108732.1,1
NONHSAT237438.1,chr17,68159322,68160267,+,NONHSAG108733.1,1
NONHSAT237439.1,chr17,68161438,68162949,+,NONHSAG022583.3,1
NONHSAT237441.1,chr17,68182478,68184691,+,NONHSAG022584.3,1
NONHSAT237442.1,chr17,68182478,68189445,+,NONHSAG022584.3,2
NONHSAT237445.1,chr17,68206242,68209357,+,NONHSAG022589.3,1
NONHSAT237464.1,chr17,72030635,72037611,+,NONHSAG022652.3,3
NONHSAT237466.1,chr17,72030635,72043731,+,NONHSAG022652.3,3
NONHSAT237471.1,chr17,72613613,72636646,+,NONHSAG022659.3,5
NONHSAT237474.1,chr17,73237746,73238247,+,NONHSAG108745.1,1
NONHSAT237476.1,chr17,73644541,73646260,+,NONHSAG073361.2,2
NONHSAT237477.1,chr17,73644541,73646284,+,NONHSAG073361.2,2
NONHSAT237478.1,chr17,73645349,73646527,+,NONHSAG073361.2,1
NONHSAT237487.1,chr17,74982380,74986040,+,NONHSAG022721.3,1
NONHSAT237489.1,chr17,74982380,74986040,+,NONHSAG022721.3,2
NONHSAT237492.1,chr17,75183216,75185447,+,NONHSAG108747.1,1
NONHSAT237494.1,chr17,75271423,75274892,+,NONHSAG022743.3,1
NONHSAT237496.1,chr17,75289615,75290441,+,NONHSAG108748.1,1
NONHSAT237497.1,chr17,75794562,75795248,+,NONHSAG108749.1,1
NONHSAT237498.1,chr17,75806791,75807210,+,NONHSAG108750.1,1
NONHSAT237499.1,chr17,75809232,75809513,+,NONHSAG108751.1,1
NONHSAT237501.1,chr17,75855699,75857463,+,NONHSAG073374.2,1
NONHSAT237509.1,chr17,76557230,76569011,+,NONHSAG073380.2,2
NONHSAT237512.1,chr17,76558796,76562322,+,NONHSAG073380.2,2
NONHSAT237514.1,chr17,76760783,76764932,+,NONHSAG108755.1,2
NONHSAT237516.1,chr17,76924418,76924769,+,NONHSAG108757.1,1
NONHSAT237517.1,chr17,77092049,77092657,+,NONHSAG108758.1,1
NONHSAT237518.1,chr17,77108099,77109258,+,NONHSAG108759.1,2
NONHSAT237526.1,chr17,78248370,78254725,+,NONHSAG108761.1,2
NONHSAT237532.1,chr17,78324819,78326522,+,NONHSAG108763.1,1
NONHSAT237533.1,chr17,78342067,78343286,+,NONHSAG073406.2,1
NONHSAT237535.1,chr17,78342116,78351181,+,NONHSAG073406.2,2
NONHSAT237536.1,chr17,78353102,78360068,+,NONHSAG108764.1,1
NONHSAT237537.1,chr17,78360282,78367816,+,NONHSAG022888.3,3
NONHSAT237538.1,chr17,78360282,78367816,+,NONHSAG022888.3,3
NONHSAT237539.1,chr17,78360282,78376635,+,NONHSAG022888.3,5
NONHSAT237540.1,chr17,78360441,78361605,+,NONHSAG022888.3,1
NONHSAT237541.1,chr17,78360441,78374711,+,NONHSAG022888.3,6
NONHSAT237542.1,chr17,78360441,78376635,+,NONHSAG022888.3,5
NONHSAT237543.1,chr17,78360441,78376635,+,NONHSAG022888.3,4
NONHSAT237546.1,chr17,78484868,78489479,+,NONHSAG022893.3,2
NONHSAT237547.1,chr17,78841035,78846841,+,NONHSAG022901.3,1
NONHSAT237553.1,chr17,78862225,78869273,+,NONHSAG108765.1,2
NONHSAT237554.1,chr17,78862225,78880798,+,NONHSAG108765.1,3
NONHSAT237557.1,chr17,79782826,79783156,+,NONHSAG108768.1,1
