,transcript_id,freeenergy,length
NM_005854,NM_005854,-296.5,808
NM_001301191,NM_001301191,-1489.3,3590
NM_138565,NM_138565,-1163.8,3208
NM_001184740,NM_001184740,-839.1,2325
NM_002425,NM_002425,-509,1777
NM_016024,NM_016024,-456.9,1528
NM_017768,NM_017768,-685.44,2958
NM_007269,NM_007269,-565,2522
NM_002448,NM_002448,-825.9,1940
NM_001005909,NM_001005909,-626.7,1810
NM_001282592,NM_001282592,-865.2,2804
NM_001301206,NM_001301206,-1488.1,4763
NM_001251991,NM_001251991,-269.9,1051
NM_177452,NM_177452,-818.9,3280
NM_001184768,NM_001184768,-679.7,1953
NM_001079537,NM_001079537,-843.1,3364
NM_001079539,NM_001079539,-611,1810
NM_001146345,NM_001146345,-1179.1,2511
NM_006794,NM_006794,-668.7,2159
NM_153246,NM_153246,-1525.7,3595
NM_003846,NM_003846,-601.6,1836
NM_001184795,NM_001184795,-494.5,1642
NM_022761,NM_022761,-265.1,984
NM_023070,NM_023070,-572.3,2041
NM_001184797,NM_001184797,-415.9,1348
NM_032867,NM_032867,-973.7,3044
NM_015693,NM_015693,-907.4,3275
NM_001288724,NM_001288724,-1504.5,3416
NM_001286381,NM_001286381,-986.7,3275
NM_206920,NM_206920,-1787.1,3669
NM_024522,NM_024522,-1171.62,2930
NM_001258031,NM_001258031,-883.8,2494
NM_013254,NM_013254,-788.8,3098
NM_001184824,NM_001184824,-872,2193
NM_182913,NM_182913,-873.1,2694
NM_019023,NM_019023,-993.2,2478
NM_007275,NM_007275,-656,1705
NM_015694,NM_015694,-1262.5,3125
NM_006383,NM_006383,-667.5,1623
NM_016486,NM_016486,-354.8,1487
NM_001271888,NM_001271888,-656.5,1588
NM_001048225,NM_001048225,-524.6,1440
NM_018327,NM_018327,-1099.67,3855
NM_001301224,NM_001301224,-687.6,1638
NM_001184866,NM_001184866,-805.1,2375
NM_001282594,NM_001282594,-788.9,2626
NM_001252075,NM_001252075,-779.3,1805
NM_207311,NM_207311,-1320,3081
NM_006931,NM_006931,-1239.6,3938
NM_020319,NM_020319,-703.8,2567
NM_022836,NM_022836,-1156.6,3795
NM_005342,NM_005342,-1099.8,3571
NM_032840,NM_032840,-1196.6,2949
NM_052818,NM_052818,-813.6,3051
NM_001905,NM_001905,-1116.2,3248
NM_001301237,NM_001301237,-763.8,2412
NM_000175,NM_000175,-1504.1,4212
NM_025220,NM_025220,-1636.27,3573
NM_001184898,NM_001184898,-1145.3,3580
NM_024525,NM_024525,-1007.1,3289
NM_006427,NM_006427,-354.1,790
NM_001122835,NM_001122835,-961,3127
NM_021709,NM_021709,-268,595
NM_000613,NM_000613,-622.2,1635
NM_007229,NM_007229,-1153.1,3292
NM_001243539,NM_001243539,-710.3,1861
NM_001184971,NM_001184971,-1090,3107
NM_016223,NM_016223,-848.8,1917
NM_001184977,NM_001184977,-814.4,2257
NM_001184722,NM_001184722,-1502.2,4275
NM_000871,NM_000871,-1421.5,3427
NM_002180,NM_002180,-1647.8,3955
NM_173081,NM_173081,-995.3,3765
NM_171830,NM_171830,-537.5,1835
NM_171829,NM_171829,-498.7,1856
NM_001185022,NM_001185022,-572.9,1462
NM_172175,NM_172175,-656.5,2333
NM_001185024,NM_001185024,-1503.8,3237
NM_001018108,NM_001018108,-1079.6,3048
NM_212555,NM_212555,-480.01,1640
NM_013240,NM_013240,-291.8,1010
NM_001252076,NM_001252076,-764.2,1778
NM_001204818,NM_001204818,-1222.3,3356
NM_001270697,NM_001270697,-1256.1,4964
NM_001024943,NM_001024943,-896,2061
NM_004596,NM_004596,-608.9,1646
NM_001166003,NM_001166003,-352.9,1164
NM_001166002,NM_001166002,-321.8,1067
NM_014343,NM_014343,-581.6,1384
NM_005555,NM_005555,-895.7,2331
NM_001185080,NM_001185080,-843.9,2145
NM_002537,NM_002537,-734,1947
NM_001185085,NM_001185085,-1307.2,3750
NM_001270698,NM_001270698,-1235.2,4874
NM_001771,NM_001771,-1146.1,3300
NM_001114938,NM_001114938,-925.5,2267
NM_153274,NM_153274,-865.4,2096
NM_002974,NM_002974,-429.9,1787
NM_001360,NM_001360,-1056,2665
NM_198061,NM_198061,-1493.5,3907
NM_003869,NM_003869,-1511.7,3955
NM_001039673,NM_001039673,-1265.9,2803
NM_001145463,NM_001145463,-1307,2880
NM_001145461,NM_001145461,-1244.5,2788
NM_001199876,NM_001199876,-1054.2,2937
NM_001145462,NM_001145462,-1230.5,2764
NM_001199623,NM_001199623,-435,1217
NM_000110,NM_000110,-1209.1,4451
NM_001146340,NM_001146340,-499.4,971
NM_001270699,NM_001270699,-1139.6,4716
NM_015927,NM_015927,-733.2,1812
NM_017907,NM_017907,-493.1,1198
NM_001079863,NM_001079863,-258.2,740
NM_001289125,NM_001289125,-998.8,2966
NM_005526,NM_005526,-905.2,2166
NM_004495,NM_004495,-572.9,1694
NM_004328,NM_004328,-610.1,1663
NM_001199877,NM_001199877,-1247.9,3446
NM_000318,NM_000318,-1261.5,4392
NM_001079867,NM_001079867,-1249.5,4360
NM_001042454,NM_001042454,-723.5,1813
NM_177977,NM_177977,-1699.2,3944
NM_001301302,NM_001301302,-734,1944
NM_004119,NM_004119,-1101.2,3848
NM_016291,NM_016291,-626.5,1813
NM_001079870,NM_001079870,-1676.6,3893
NM_001005910,NM_001005910,-432.7,1257
NM_001079871,NM_001079871,-1664.3,3869
NM_001005911,NM_001005911,-432.4,1254
NM_001146178,NM_001146178,-476.8,1324
NM_001256094,NM_001256094,-337.5,1372
NM_001146179,NM_001146179,-476.5,1321
NM_199242,NM_199242,-2014.6,4406
NM_001190316,NM_001190316,-829.1,2319
NM_052845,NM_052845,-1475.6,4154
NM_001199878,NM_001199878,-953.9,2741
NM_016210,NM_016210,-1150.7,2712
NM_001171740,NM_001171740,-1124.1,2623
NM_000367,NM_000367,-1072,3281
NM_001171743,NM_001171743,-1016.2,2402
NM_001251918,NM_001251918,-543,2037
NM_000789,NM_000789,-2067.4,4969
NM_016457,NM_016457,-1453.4,3617
NM_001079880,NM_001079880,-1354.5,3338
NM_001079881,NM_001079881,-1309.5,3202
NM_001079882,NM_001079882,-1226.3,2939
NM_001018161,NM_001018161,-463.9,1633
NM_001171506,NM_001171506,-1353.8,4290
NM_001171507,NM_001171507,-1295.6,4182
NM_001171508,NM_001171508,-1374.7,4334
NM_001994,NM_001994,-536.8,2217
NM_001171509,NM_001171509,-1247.1,4041
NM_000156,NM_000156,-526.3,1138
NM_001171510,NM_001171510,-1239.5,4027
NM_001171511,NM_001171511,-1316.3,4179
NM_198439,NM_198439,-1091.4,4231
NM_024709,NM_024709,-1137.7,2990
NM_033015,NM_033015,-649.9,1448
NM_152671,NM_152671,-572.6,2130
NM_001204898,NM_001204898,-319.1,999
NM_001113203,NM_001113203,-859.3,3191
NM_001190438,NM_001190438,-803,3106
NM_002116,NM_002116,-648.7,1636
NM_001164796,NM_001164796,-690.4,2154
NM_001164579,NM_001164579,-1214.3,4445
NM_001048226,NM_001048226,-564.8,1538
NM_016302,NM_016302,-622.8,2596
NM_001997,NM_001997,-215.1,579
NM_020992,NM_020992,-565.3,1598
NM_004582,NM_004582,-392.2,1531
NM_001080121,NM_001080121,-873.7,2750
NM_013372,NM_013372,-1212.97,4150
NM_001080123,NM_001080123,-860,2619
NM_001258461,NM_001258461,-798.4,1790
NM_138924,NM_138924,-762.8,1787
NM_182775,NM_182775,-1395,3324
NM_001190716,NM_001190716,-1560,3681
NM_152479,NM_152479,-399.5,859
NM_012162,NM_012162,-835.9,1799
NM_001556,NM_001556,-1429.1,4131
NM_012343,NM_012343,-1412.2,4689
NM_001286129,NM_001286129,-815.1,2747
NM_001190728,NM_001190728,-667.1,2099
NM_006963,NM_006963,-562.5,2204
NM_000407,NM_000407,-480.1,958
NM_000882,NM_000882,-423.6,1450
NM_001261403,NM_001261403,-1350.49,3217
NM_013975,NM_013975,-1287.4,3722
NM_017613,NM_017613,-767.2,2538
NM_012241,NM_012241,-1491.2,4538
NM_019613,NM_019613,-873.3,2596
NM_144611,NM_144611,-748.8,2059
NM_001033570,NM_001033570,-370.2,1423
NM_001242839,NM_001242839,-408.4,930
NM_000685,NM_000685,-639.7,2362
NM_009585,NM_009585,-619.1,2278
NM_002819,NM_002819,-1248.1,3340
NM_018196,NM_018196,-1140.42,3961
NM_017762,NM_017762,-1359.9,4969
NM_002502,NM_002502,-1324,3126
NM_024555,NM_024555,-834.5,1781
NM_152410,NM_152410,-499.8,1702
NM_006768,NM_006768,-1204.4,4053
NM_001242840,NM_001242840,-409.6,904
NM_001670,NM_001670,-1958.8,4056
NM_015997,NM_015997,-966.1,2283
NM_004139,NM_004139,-663.9,1894
NM_014264,NM_014264,-979,3870
NM_004320,NM_004320,-1395.3,3570
NM_024572,NM_024572,-1091.9,2735
NM_001190801,NM_001190801,-912,3693
NM_001080393,NM_001080393,-539.1,1547
NM_147133,NM_147133,-1147.3,3588
NM_021174,NM_021174,-1661,4012
NM_001173482,NM_001173482,-622.7,2593
NM_001190810,NM_001190810,-790.4,2387
NM_007283,NM_007283,-1859.8,4653
NM_001253826,NM_001253826,-1101.4,2750
NM_001292035,NM_001292035,-1019.7,4206
NM_031419,NM_031419,-1227,3934
NM_001080441,NM_001080441,-305.2,679
NM_001005474,NM_001005474,-1090.7,3801
NM_001080457,NM_001080457,-1365.7,2958
NM_001193267,NM_001193267,-1467.7,4462
NM_001024944,NM_001024944,-879.1,2001
NM_001253827,NM_001253827,-888.6,2515
NM_002767,NM_002767,-619,2021
NM_001080473,NM_001080473,-652,1508
NM_001124,NM_001124,-595.9,1606
NM_001080506,NM_001080506,-589.7,1888
NM_004744,NM_004744,-1329,4929
NM_001170464,NM_001170464,-1335.67,4722
NM_002595,NM_002595,-1181.07,4194
NM_001281494,NM_001281494,-1189.8,4082
NM_022785,NM_022785,-1433.6,4933
NM_001003794,NM_001003794,-1683.3,4246
NM_015878,NM_015878,-1194.7,4385
NM_001040653,NM_001040653,-1760.6,4826
NM_001166691,NM_001166691,-671.2,3019
NM_001080539,NM_001080539,-994,3685
NM_004405,NM_004405,-890.9,2308
NM_002598,NM_002598,-984.8,3133
NM_001893,NM_001893,-1430.4,3714
NM_004819,NM_004819,-1734.7,4188
NM_001204113,NM_001204113,-268.1,958
NM_006796,NM_006796,-1125.1,3223
NM_133452,NM_133452,-1558,3606
NM_002877,NM_002877,-530.5,1888
NM_001242827,NM_001242827,-1436.1,4382
NM_005137,NM_005137,-1935.6,4504
NM_133510,NM_133510,-462.7,1579
NM_133509,NM_133509,-759.1,2650
NM_001142560,NM_001142560,-729.6,1798
NM_001174100,NM_001174100,-912.1,2188
NM_031990,NM_031990,-1241.1,3319
NM_001485,NM_001485,-658.1,1795
NM_145054,NM_145054,-705.3,2207
NM_004764,NM_004764,-1053,3591
NM_014685,NM_014685,-642.4,1944
NM_002665,NM_002665,-821.8,3016
NM_001008530,NM_001008530,-760.2,2191
NM_003153,NM_003153,-1579.6,4031
NM_000934,NM_000934,-987,2284
NM_001256585,NM_001256585,-1832,4563
NM_004768,NM_004768,-750.3,2811
NM_001190987,NM_001190987,-745.4,2805
NM_000374,NM_000374,-535.9,1408
NM_003063,NM_003063,-209.4,738
NM_001302,NM_001302,-375.2,1238
NM_139062,NM_139062,-1450.7,3778
NM_003213,NM_003213,-709.2,1798
NM_201441,NM_201441,-653,1669
NM_201443,NM_201443,-696.5,1739
NM_001191013,NM_001191013,-535.8,1444
NM_001191014,NM_001191014,-291.7,981
NM_001191015,NM_001191015,-256.4,879
NM_003104,NM_003104,-914.5,2813
NM_006565,NM_006565,-1237.4,3946
NM_001031803,NM_001031803,-1618.6,3590
NM_001191022,NM_001191022,-939.8,2985
NM_001243942,NM_001243942,-553.2,1905
NM_001145301,NM_001145301,-1407.3,3413
NM_012470,NM_012470,-1381.4,4422
NM_000964,NM_000964,-1350.6,3301
NM_001178078,NM_001178078,-1594.8,4050
NM_001010989,NM_001010989,-639.7,1941
NM_033375,NM_033375,-1911.3,4757
NM_012166,NM_012166,-1769.1,4592
NM_003092,NM_003092,-417.4,1692
NM_016538,NM_016538,-774.8,1749
NM_022134,NM_022134,-678.4,1449
NM_017857,NM_017857,-1261.9,2894
NM_017841,NM_017841,-385.1,1227
NM_207459,NM_207459,-771.7,1951
NM_198282,NM_198282,-828.5,2223
NM_001284203,NM_001284203,-611.8,2461
NM_001198845,NM_001198845,-627.4,1614
NM_000191,NM_000191,-618.7,1617
NM_001163814,NM_001163814,-635.9,1844
NM_032301,NM_032301,-783.2,1750
NM_178172,NM_178172,-1055.8,2297
NM_004651,NM_004651,-1227.7,3300
NM_001033571,NM_001033571,-361.3,1399
NM_017803,NM_017803,-889.3,2342
NM_001243936,NM_001243936,-538,1838
NM_001193278,NM_001193278,-527.8,1926
NM_032137,NM_032137,-1155.6,3349
NM_001193279,NM_001193279,-483.6,1773
NM_001193280,NM_001193280,-446,1659
NM_001204148,NM_001204148,-1119,4265
NM_001193281,NM_001193281,-481.7,1846
NM_002948,NM_002948,-723.1,2350
NM_001256829,NM_001256829,-693.3,2116
NM_017657,NM_017657,-1131.4,4054
NM_003455,NM_003455,-1484.1,4445
NM_203437,NM_203437,-1157,4135
NM_001002243,NM_001002243,-1131.1,4051
NM_016539,NM_016539,-749.9,1657
NM_012237,NM_012237,-829.7,2086
NM_006070,NM_006070,-607.8,2090
NM_030593,NM_030593,-822.1,2078
NM_024637,NM_024637,-954.6,2561
NM_001178080,NM_001178080,-1528.6,3894
NM_001198846,NM_001198846,-349.3,923
NM_001199463,NM_001199463,-597,1961
NM_022367,NM_022367,-1258.5,3313
NM_001301791,NM_001301791,-354.1,1179
NM_173546,NM_173546,-888.8,1999
NM_002009,NM_002009,-873.6,3936
NM_001193312,NM_001193312,-454.3,1523
NM_001193313,NM_001193313,-498.2,1667
NM_001178081,NM_001178081,-1464.3,3755
NM_001048224,NM_001048224,-429.4,1212
NM_001136036,NM_001136036,-858.3,2208
NM_017865,NM_017865,-803.6,1992
NM_001271762,NM_001271762,-881.4,2262
NM_001193328,NM_001193328,-695.8,1760
NM_001193329,NM_001193329,-1075.7,3145
NM_001191028,NM_001191028,-1319.1,4230
NM_024911,NM_024911,-929.4,2810
NM_001301819,NM_001301819,-1345.9,4110
NM_016553,NM_016553,-1308.9,3602
NM_153719,NM_153719,-1251.6,3435
NM_031991,NM_031991,-1226.5,3262
NM_001284204,NM_001284204,-583.4,2352
NM_006177,NM_006177,-860.2,1974
NM_153718,NM_153718,-1195.1,3280
NM_012346,NM_012346,-1180.1,3241
NM_001193357,NM_001193357,-1160.3,3200
NM_018000,NM_018000,-1288.4,3213
NM_005985,NM_005985,-662.6,1722
NM_080796,NM_080796,-987.5,2800
NM_001199464,NM_001199464,-361.2,1170
NM_022105,NM_022105,-987.6,2837
NM_001014,NM_001014,-227.4,660
NM_001301823,NM_001301823,-855.1,2023
NM_014467,NM_014467,-736.5,2206
NM_001301826,NM_001301826,-445.1,1161
NM_017859,NM_017859,-742.6,1885
NM_001193379,NM_001193379,-864.9,2113
NM_001301827,NM_001301827,-271.8,630
NM_001100159,NM_001100159,-601.6,2149
NM_031952,NM_031952,-309.1,1243
NM_013263,NM_013263,-672.5,2327
NM_001301836,NM_001301836,-237.1,662
NM_152345,NM_152345,-1375.7,3203
NM_002999,NM_002999,-908.2,2615
NM_001040129,NM_001040129,-100.5,509
NM_015705,NM_015705,-1325.4,3033
NM_003578,NM_003578,-835.27,2073
NM_001301849,NM_001301849,-1225.2,2810
NM_015167,NM_015167,-663.3,1834
NM_213621,NM_213621,-854.4,2343
NM_005069,NM_005069,-1712.4,4443
NM_001193457,NM_001193457,-1219,2757
NM_001081491,NM_001081491,-1494.8,4147
NM_006411,NM_006411,-901,2259
NM_006362,NM_006362,-758.6,2346
NM_001301860,NM_001301860,-1851.2,4463
NM_001278417,NM_001278417,-1098.5,3132
NM_001173984,NM_001173984,-673.1,2330
NM_004979,NM_004979,-1781.9,4720
NM_033254,NM_033254,-1822.1,4687
NM_022804,NM_022804,-140.7,437
NM_001286272,NM_001286272,-1592.3,4814
NM_001195479,NM_001195479,-603.4,2078
NM_004978,NM_004978,-1935.4,4445
NM_016631,NM_016631,-1122.5,4011
NM_001039574,NM_001039574,-1671.4,3755
NM_013329,NM_013329,-855.4,2836
NM_030911,NM_030911,-931.7,3417
NM_001193478,NM_001193478,-654.7,2323
NM_145918,NM_145918,-500.3,1587
NM_152740,NM_152740,-634.9,2012
NM_018315,NM_018315,-1029.6,3751
NM_153022,NM_153022,-828.3,2789
NM_019074,NM_019074,-1433.4,3420
NM_006083,NM_006083,-533.9,1955
NM_153028,NM_153028,-597.4,2168
NM_001130480,NM_001130480,-514.1,1939
NM_001130482,NM_001130482,-496.3,1885
NM_030568,NM_030568,-432.9,1159
NM_001130483,NM_001130483,-524.6,1988
NM_014475,NM_014475,-458.5,1098
NM_001956,NM_001956,-510.2,1267
NM_032546,NM_032546,-816.2,2073
NM_001302269,NM_001302269,-465,1168
NM_017735,NM_017735,-833.4,2953
NM_001242307,NM_001242307,-1099,3508
NM_001193509,NM_001193509,-730.5,2706
NM_002729,NM_002729,-532.1,1772
NM_032122,NM_032122,-512.6,1429
NM_001788,NM_001788,-1196.1,4380
NM_030567,NM_030567,-725.6,1543
NM_080725,NM_080725,-1035.2,2704
NM_001079815,NM_001079815,-763.8,2563
NM_024583,NM_024583,-733.67,3071
NM_001193528,NM_001193528,-716.27,2980
NM_001427,NM_001427,-1269.7,3405
NM_181435,NM_181435,-1052.9,3843
NM_001271520,NM_001271520,-631.6,1385
NM_001193532,NM_001193532,-498.9,1149
NM_001011553,NM_001011553,-1196.4,4377
NM_018310,NM_018310,-777.7,2007
NM_001426,NM_001426,-1202.4,2962
NM_020189,NM_020189,-690.9,2948
NM_001193557,NM_001193557,-656.5,2876
NM_001174103,NM_001174103,-1489.4,3779
NM_001253383,NM_001253383,-602.3,2093
NM_016113,NM_016113,-1149.7,2829
NM_001048194,NM_001048194,-1009.3,2633
NM_001048195,NM_001048195,-990.7,2591
NM_001269,NM_001269,-962.7,2540
NM_019010,NM_019010,-509.7,1805
NM_001242309,NM_001242309,-993.4,3198
NM_001482,NM_001482,-769.3,2602
NM_207032,NM_207032,-957.3,2711
NM_001201334,NM_001201334,-986.7,4223
NM_006077,NM_006077,-779.3,2506
NM_033343,NM_033343,-709.6,1909
NM_001745,NM_001745,-656.7,2255
NM_001270491,NM_001270491,-379.4,1120
NM_145887,NM_145887,-1398.6,2971
NM_053004,NM_053004,-717.1,1537
NM_001242956,NM_001242956,-1173.4,4272
NM_201263,NM_201263,-760.87,2835
NM_001197140,NM_001197140,-350.6,1044
NM_015836,NM_015836,-749.17,2806
NM_001029860,NM_001029860,-964.9,3305
NM_001033572,NM_001033572,-353.2,1395
NM_144586,NM_144586,-1096.2,2683
NM_001077427,NM_001077427,-723.7,1974
NM_001508,NM_001508,-1067.6,2821
NM_001097615,NM_001097615,-622,1680
NM_207481,NM_207481,-998,3654
NM_001039348,NM_001039348,-906.1,3094
NM_020408,NM_020408,-513.4,1514
NM_002962,NM_002962,-253.9,710
NM_004530,NM_004530,-1299.9,3558
NM_000941,NM_000941,-1050.2,2509
NM_177974,NM_177974,-1041.7,3817
NM_025082,NM_025082,-943.2,2360
NM_001097613,NM_001097613,-579.6,2030
NM_001039771,NM_001039771,-927.3,2360
NM_139273,NM_139273,-871.9,2558
NM_001610,NM_001610,-819,2159
NM_001014437,NM_001014437,-976.1,2799
NM_001751,NM_001751,-868.1,2550
NM_001072,NM_001072,-742.2,2495
NM_152349,NM_152349,-387,1735
NM_203456,NM_203456,-373.6,1136
NM_032905,NM_032905,-963,3342
NM_133475,NM_133475,-1868.2,4041
NM_001145661,NM_001145661,-1390.8,3484
NM_001080543,NM_001080543,-1667.9,3625
NM_021231,NM_021231,-1185.6,2689
NM_005102,NM_005102,-599.8,2043
NM_014059,NM_014059,-421.1,1126
NM_001253384,NM_001253384,-1063.9,2860
NM_001282391,NM_001282391,-1060.5,3954
NM_001195101,NM_001195101,-929.1,3445
NM_001195519,NM_001195519,-538,1850
NM_000017,NM_000017,-913.9,1964
NM_001171088,NM_001171088,-1319,3167
NM_001145547,NM_001145547,-1107.1,3760
NM_001287516,NM_001287516,-1156.7,3071
NM_003391,NM_003391,-1018.4,2907
NM_001174125,NM_001174125,-1241.9,4156
NM_001080452,NM_001080452,-816.6,2076
NM_001199042,NM_001199042,-1348.8,3097
NM_001204492,NM_001204492,-1340.9,3767
NM_001109,NM_001109,-1504.6,3316
NM_024099,NM_024099,-456.4,1357
NM_153490,NM_153490,-699.9,1719
NM_002276,NM_002276,-628.2,1490
NM_001256732,NM_001256732,-1211.6,4465
NM_015627,NM_015627,-1160.8,2935
NM_001195201,NM_001195201,-467.9,1171
NM_016283,NM_016283,-224.9,962
NM_152494,NM_152494,-909.2,2331
NM_006670,NM_006670,-1225.72,3392
NM_001195217,NM_001195217,-496.9,1244
NM_016286,NM_016286,-350.2,860
NM_001749,NM_001749,-642.8,1582
NM_006884,NM_006884,-1032.7,3161
NM_001195218,NM_001195218,-350.3,854
NM_001003962,NM_001003962,-642,1579
NM_001302633,NM_001302633,-448.9,1271
NM_015932,NM_015932,-375.8,1477
NM_017636,NM_017636,-1894.9,4103
NM_001195227,NM_001195227,-1661.3,3668
NM_014613,NM_014613,-1385.2,4515
NM_016335,NM_016335,-1082.9,2423
NM_001174101,NM_001174101,-683.5,1458
NM_001195243,NM_001195243,-381.9,1068
NM_175069,NM_175069,-636.4,2046
NM_001195251,NM_001195251,-667,2152
NM_001195252,NM_001195252,-555.2,1794
NM_020378,NM_020378,-678,1368
NM_205841,NM_205841,-211,737
NM_001195290,NM_001195290,-174,610
NM_001173486,NM_001173486,-557.8,1783
NM_004568,NM_004568,-679.6,1932
NM_001174127,NM_001174127,-1165.1,3790
NM_003469,NM_003469,-745.6,2586
NM_004251,NM_004251,-393.2,1377
NM_001011515,NM_001011515,-541.8,2031
NM_001195328,NM_001195328,-365.2,1288
NM_001252406,NM_001252406,-1850.7,4030
NM_023083,NM_023083,-1285.2,2662
NM_023085,NM_023085,-1067.2,2197
NM_002740,NM_002740,-1321,4884
NM_001195381,NM_001195381,-980.2,2293
NM_002687,NM_002687,-954.1,3606
NM_025049,NM_025049,-1238.6,2694
NM_001222,NM_001222,-1287.9,3635
NM_198539,NM_198539,-1132.7,4125
NM_007074,NM_007074,-803.1,1825
NM_001166392,NM_001166392,-1026.1,2881
NM_003076,NM_003076,-1252.6,3431
NM_139071,NM_139071,-1211,3308
NM_015478,NM_015478,-1158.4,3205
NM_001287518,NM_001287518,-1129.5,2990
NM_005583,NM_005583,-899.9,1788
NM_001718,NM_001718,-1124,3105
NM_007056,NM_007056,-891.8,2250
NM_018083,NM_018083,-944.1,2003
NM_001199758,NM_001199758,-653.5,2293
NM_031273,NM_031273,-502.3,1248
NM_001195434,NM_001195434,-578.9,2381
NM_003030,NM_003030,-1063.3,3233
NM_001195478,NM_001195478,-453.1,1746
NM_172169,NM_172169,-1334.1,3731
NM_001270517,NM_001270517,-506.8,1496
NM_001174129,NM_001174129,-1377,4424
NM_001195541,NM_001195541,-368.3,1133
NM_207420,NM_207420,-608.5,1539
NM_001123364,NM_001123364,-455.1,1101
NM_172170,NM_172170,-1308.8,3704
NM_004088,NM_004088,-622.5,2071
NM_005802,NM_005802,-1115.3,4183
NM_001195622,NM_001195622,-1009.7,3988
NM_014248,NM_014248,-287.9,906
NM_014437,NM_014437,-1051.2,2462
NM_145279,NM_145279,-1044.6,2804
NM_201403,NM_201403,-1087.9,2822
NM_017661,NM_017661,-1226.3,4990
NM_194317,NM_194317,-1218.11,4101
NM_001195685,NM_001195685,-1236.01,4111
NM_005409,NM_005409,-357,1610
NM_001031672,NM_001031672,-1311.5,3551
NM_001195731,NM_001195731,-1199.6,2657
NM_001136537,NM_001136537,-704.2,1572
NM_172171,NM_172171,-1356.1,3818
NM_001204836,NM_001204836,-1032.2,3864
NM_001163678,NM_001163678,-1021,3125
NM_016205,NM_016205,-841.9,3018
NM_001195753,NM_001195753,-571.2,1401
NM_001951,NM_001951,-504.7,1743
NM_015364,NM_015364,-136.8,642
NM_001083589,NM_001083589,-373.4,1594
NM_001195797,NM_001195797,-120.5,552
NM_001083588,NM_001083588,-502.7,1740
NM_172173,NM_172173,-1289.6,3662
NM_001204837,NM_001204837,-1009.1,3805
NM_001142555,NM_001142555,-987.2,2090
NM_001042548,NM_001042548,-622.3,2110
NM_001011516,NM_001011516,-521.3,1971
NM_001197107,NM_001197107,-867.3,2608
NM_001256733,NM_001256733,-1185.4,4381
NM_001278655,NM_001278655,-758.9,2028
NM_001498,NM_001498,-1171.3,3823
NM_001197115,NM_001197115,-1134.9,3709
NM_001197122,NM_001197122,-708.9,1642
NM_001197123,NM_001197123,-739.9,1684
NM_001197124,NM_001197124,-493,1245
NM_001197125,NM_001197125,-613,1453
NM_004884,NM_004884,-1901.6,4491
NM_001197126,NM_001197126,-555.3,1281
NM_001197127,NM_001197127,-403.8,1072
NM_001197128,NM_001197128,-346.5,900
NM_033542,NM_033542,-937.3,2802
NM_024594,NM_024594,-1024,3404
NM_001048223,NM_001048223,-387.7,1114
NM_138350,NM_138350,-882.9,2104
NM_001302688,NM_001302688,-655.5,1316
NM_000041,NM_000041,-608.1,1234
NM_001044,NM_001044,-1541,3952
NM_001302692,NM_001302692,-251.1,729
NM_012336,NM_012336,-613.3,1638
NM_001302694,NM_001302694,-265.4,831
NM_031968,NM_031968,-675.3,1776
NM_001038618,NM_001038618,-674.9,1796
NM_001080510,NM_001080510,-396.6,1152
NM_001206983,NM_001206983,-414.2,1187
NM_001206985,NM_001206985,-363.2,1047
NM_001206984,NM_001206984,-233.3,853
NM_001206986,NM_001206986,-378.2,1082
NM_001206987,NM_001206987,-437,1226
NM_020729,NM_020729,-988.6,4339
NM_005469,NM_005469,-486.2,1188
NM_001302705,NM_001302705,-226.6,836
NM_153350,NM_153350,-1674.6,3543
NM_013380,NM_013380,-987,3688
NM_001083335,NM_001083335,-995.2,3737
NM_001083608,NM_001083608,-568,1494
NM_001013619,NM_001013619,-350.8,1235
NM_001393,NM_001393,-810.4,3307
NM_001256734,NM_001256734,-1173.7,4375
NM_001083612,NM_001083612,-233.9,866
NM_000800,NM_000800,-1272.6,4162
NM_001285485,NM_001285485,-633.5,1506
NM_004332,NM_004332,-700.5,1874
NM_002087,NM_002087,-1004.9,2356
NM_207644,NM_207644,-558.2,1240
NM_003137,NM_003137,-1233,4380
NM_001195248,NM_001195248,-626.8,2010
NM_001285486,NM_001285486,-747.4,1770
NM_001144822,NM_001144822,-405.4,1395
NM_033438,NM_033438,-425.5,1170
NM_001114135,NM_001114135,-1058.6,2570
NM_001114138,NM_001114138,-1041.8,2621
NM_002441,NM_002441,-1117,2945
NM_016264,NM_016264,-726.6,2674
NM_001256735,NM_001256735,-1169.3,4351
NM_006334,NM_006334,-443,1212
NM_001302820,NM_001302820,-485.8,1395
NM_178344,NM_178344,-497.2,1836
NM_001024946,NM_001024946,-854.4,1983
NM_001018137,NM_001018137,-305.7,867
NM_002512,NM_002512,-341.7,846
NM_001128301,NM_001128301,-505.2,1744
NM_001018139,NM_001018139,-231.1,682
NM_001198682,NM_001198682,-290.4,733
NM_002303,NM_002303,-1069.8,4161
NM_024508,NM_024508,-739.9,2226
NM_001173488,NM_001173488,-972.3,3747
NM_032782,NM_032782,-784.8,2448
NM_001256736,NM_001256736,-1134.7,4252
NM_007274,NM_007274,-776.3,1814
NM_001198719,NM_001198719,-643.5,2009
NM_001302839,NM_001302839,-336.3,988
NM_001302840,NM_001302840,-237.1,749
NM_138788,NM_138788,-702.1,2207
NM_001258455,NM_001258455,-974.8,2525
